imagePath,label,Shape_num,width,height,point1_x,point1_y,point2_x,point2_y,ascept_ratio
3405252,plastic,1,2268,4032,1118,1804,1323,2193,0.87
3405255,paper,1,2268,4032,932,1912,1480,2211,1.79
3405258,vinyl,1,2268,4032,835,1649,1542,2413,5.91
3405274,paper,1,2268,4032,983,1446,1249,2430,2.86
3405278,pet,1,2268,4032,934,1525,1246,2670,3.91
3405282,vinyl,1,2268,4032,866,1707,1503,2432,5.05
3405311,paper,1,2268,4032,610,1371,1616,2600,13.52
3405312,plastic,1,2268,4032,939,1165,1288,2672,5.75
3405318,vinyl,1,2268,4032,851,1849,1405,2274,2.57
3405334,can,1,1836,3264,649,1369,1057,1844,3.23
3405356,paper,1,2268,4032,989,1499,1355,2182,2.73
3405357,pack,1,2250,4000,934,1730,1402,2109,1.97
3405360,paper,1,2268,4032,1071,1789,1310,2082,0.77
3405368,paper,1,2268,4032,803,1402,1584,2520,9.55
3405371,paper,1,2268,4032,1119,1860,1317,2422,1.22
3405394,can,1,1836,3264,760,1342,1139,1831,3.09
3405411,glass,1,2268,4032,981,1382,1346,2627,4.97
3405424,plastic,1,2268,4032,963,1501,1193,2253,1.89
3405447,pet,1,2250,4000,1034,1400,1279,2371,2.64
3405461,vinyl,1,2268,4032,702,1147,1589,2595,14.05
3405467,plastic,1,2268,4032,765,816,1613,2750,17.93
3405477,pack,1,1836,3264,523,1397,1336,1999,8.17
3405482,paper,1,2268,4032,731,1474,1538,2618,10.1
3405489,plastic,1,2268,4032,945,1606,1288,1944,1.27
3405529,plastic,1,2268,4032,860,1481,1354,1950,2.53
3405534,paper,1,2268,4032,712,1015,1574,2493,13.93
3405549,paper,1,2268,4032,746,1486,1629,2440,9.21
3405580,paper,1,2268,4032,753,1576,1498,2586,8.23
3405597,paper,1,2268,4032,929,1288,1291,2085,3.16
3405602,plastic,1,2250,4000,859,1647,1403,2206,3.38
3405603,paper,1,2268,4032,671,1673,1562,2356,6.65
3405645,paper,1,2268,4032,633,1314,1811,2485,15.08
3405664,plastic,1,2268,4032,860,1852,1550,2463,4.61
3405671,plastic,1,2268,4032,1100,1459,1327,1900,1.09
3405673,vinyl,1,1836,3264,568,1041,1160,1946,8.94
3405675,pet,1,2268,4032,971,1399,1359,2602,5.1
3405677,pack,1,2268,4032,797,1619,1499,2388,5.9
3405685,pet,1,2268,4032,942,1405,1285,2558,4.32
3405694,paper,1,2268,4032,643,1411,1474,2596,10.77
3405699,pet,1,2268,4032,967,1430,1320,2611,4.56
3405708,pack,1,2268,4032,781,1786,1537,2561,6.41
3405711,pet,1,2268,4032,948,1400,1296,2562,4.42
3405712,glass,1,2268,4032,973,1426,1269,2598,3.79
3405720,plastic,1,2268,4032,593,1579,1598,2365,8.64
3405728,plastic,1,2322,4128,888,1542,1407,2548,5.45
3405738,plastic,1,2268,4032,676,1455,1564,2243,7.65
3405745,pet,1,2268,4032,1007,1382,1343,2518,4.17
3405752,paper,1,2268,4032,652,1364,1688,2854,16.88
3405761,paper,1,2268,4032,706,1402,1632,1978,5.83
3405764,pack,1,2268,4032,970,1688,1228,1985,0.84
3405769,pet,1,2268,4032,936,1421,1291,2602,4.58
3405778,glass,1,2268,4032,914,1484,1340,2622,5.3
3405788,paper,1,2268,4032,734,1533,1514,2523,8.44
3405797,vinyl,1,1836,3264,740,1104,1254,1952,7.27
3405814,paper,1,2268,4032,696,1288,1673,2525,13.22
3405817,plastic,1,2268,4032,863,1833,1424,2492,4.04
3405822,paper,1,2620,4656,1042,2019,1742,2965,5.43
3405844,plastic,1,2268,4032,954,1537,1161,2197,1.49
3405846,paper,1,2268,4032,801,1111,1402,2676,10.29
3405850,paper,1,2268,4032,775,1557,1481,2528,7.5
3405855,paper,1,2268,4032,638,1108,1879,2724,21.93
3405871,paper,1,2268,4032,806,1458,1575,2485,8.64
3405873,pet,1,2268,4032,917,1377,1285,2605,4.94
3405881,glass,1,2268,4032,850,1550,1495,2550,7.05
3405888,pet,1,2268,4032,951,1412,1313,2637,4.85
3405896,plastic,1,2268,4032,967,1644,1339,2101,1.86
3405899,plastic,1,2268,4032,816,1370,1503,2366,7.48
3405901,pet,1,2268,4032,948,1435,1295,2606,4.44
3405908,paper,1,2268,4032,804,1578,1537,2507,7.45
3405910,paper,1,4032,2268,1367,661,2444,1446,9.25
3405922,pet,1,2268,4032,932,1443,1269,2566,4.14
3405923,paper,1,2268,4032,967,1603,1335,2374,3.1
3405924,pack,1,4032,2268,1326,749,2477,1497,9.41
3405925,paper,1,1836,3264,515,1456,1344,1976,7.19
3405933,can,1,2250,4000,928,1481,1209,1906,1.33
3405937,pet,1,2268,4032,945,1410,1291,2551,4.32
3405940,paper,1,2268,4032,658,1188,1799,2775,19.8
3405948,paper,1,2268,4032,592,1065,1781,2654,20.66
3405956,paper,1,2268,4032,658,1548,1490,2641,9.94
3405960,paper,1,2268,4032,701,1254,1525,2393,10.26
3405964,glass,1,2268,4032,879,1414,1415,2629,7.12
3405971,paper,1,1836,3264,546,898,1384,2082,16.56
3405979,paper,1,2268,4032,540,1178,1797,2319,15.68
3405987,paper,1,2268,4032,764,1524,1513,2517,8.13
3405994,plastic,1,2250,4000,971,1715,1207,2231,1.35
3405996,plastic,1,2250,4000,1019,1688,1349,2311,2.28
3405997,can,1,2250,4000,1000,1516,1228,1969,1.15
3406013,paper,1,4032,2268,1055,293,2455,1712,21.72
3406016,paper,1,1836,3264,739,1428,1158,1793,2.55
3406017,plastic,1,2268,4032,841,1698,1430,2331,4.08
3406032,vinyl,1,2268,4032,763,1624,1580,2447,7.35
3406037,glass,1,2268,4032,841,1449,1439,2523,7.02
3406039,paper,1,2268,4032,776,1514,1561,2457,8.1
3406047,paper,1,2268,4032,762,1547,1531,2512,8.12
3406061,paper,1,2268,4032,582,1002,1641,2447,16.73
3406071,can,1,2268,4032,980,1666,1260,2419,2.31
3406087,paper,1,2268,4032,766,1484,1609,2537,9.71
3406095,vinyl,1,2268,4032,773,1384,1514,2329,7.66
3406099,pack,1,2268,4032,888,1389,1383,2637,6.76
3406103,vinyl,1,2250,4000,891,1419,1375,2559,6.13
3406110,paper,1,2268,4032,759,1515,1484,2473,7.6
3406117,vinyl,1,2268,4032,828,1673,1399,2394,4.5
3406125,paper,1,2268,4032,1121,1823,1394,2311,1.46
3406133,vinyl,1,2268,4032,851,1559,1465,2334,5.2
3406135,paper,1,2268,4032,753,1575,1506,2572,8.21
3406138,paper,1,2620,4656,877,1873,1877,2625,6.16
3406166,paper,1,2268,4032,745,1541,1507,2536,8.29
3406178,pack,1,2268,4032,1005,1629,1304,2262,2.07
3406188,plastic,1,2268,4032,898,1632,1402,2296,3.66
3406200,can,1,2268,4032,1017,1619,1279,2403,2.25
3406202,vinyl,1,2250,4000,764,1380,1538,2278,7.72
3406211,vinyl,1,2268,4032,838,1529,1438,2342,5.33
3406213,can,1,2268,4032,961,1795,1263,2526,2.41
3406229,vinyl,1,2268,4032,842,1626,1366,2339,4.09
3406238,paper,1,2268,4032,745,1322,1611,2932,15.25
3406248,pack,1,2268,4032,923,1833,1307,2429,2.5
3406251,vinyl,1,2268,4032,906,1735,1418,2425,3.86
3406254,paper,1,2268,4032,806,1559,1498,2469,6.89
3406262,can,1,2268,4032,1049,1540,1384,2406,3.17
3406270,can,1,2268,4032,946,1367,1299,2296,3.59
3406272,vinyl,1,2268,4032,889,1565,1417,2272,4.08
3406277,paper,1,2268,4032,792,1554,1532,2584,8.33
3406279,paper,1,2250,4000,560,1233,1471,2481,12.63
3406282,paper,1,2272,4032,681,1723,1669,2429,7.61
3406300,vinyl,1,2250,4000,697,1550,1625,2388,8.64
3406306,paper,1,2268,4032,755,1066,1636,2386,12.72
3406311,can,1,2268,4032,1002,1783,1266,2542,2.19
3406318,plastic,1,2268,4032,743,1881,1553,2457,5.1
3406322,pack,1,2620,4656,1143,1797,1525,3005,3.78
3406331,can,1,2268,4032,1063,1634,1404,2204,2.13
3406335,paper,1,2272,4032,859,1537,1418,2355,4.99
3406341,vinyl,1,2250,4000,866,1603,1503,2334,5.17
3406346,pet,1,1836,3264,579,1367,1306,1925,6.77
3406353,pack,1,2268,4032,923,1399,1302,2588,4.93
3406357,paper,1,2268,4032,772,1545,1504,2541,7.97
3406360,paper,1,2268,4032,609,1490,1792,2659,15.12
3406384,pack,1,2268,4032,908,1749,1308,2177,1.87
3406389,paper,1,2268,4032,743,1515,1503,2580,8.85
3406392,paper,1,2268,4032,733,1249,1558,2440,10.74
3406421,vinyl,1,2250,4000,841,1500,1559,2353,6.81
3406425,vinyl,1,2268,4032,488,1534,1682,2400,11.31
3406445,plastic,1,2268,4032,825,1761,1405,2337,3.65
3406451,vinyl,1,2268,4032,769,1695,1430,2007,2.26
3406459,paper,1,2272,4032,863,1622,1395,2675,6.12
3406461,paper,1,2268,4032,792,1525,1509,2493,7.59
3406491,paper,1,2268,4032,764,1673,1530,2400,6.09
3406500,vinyl,1,2268,4032,680,1447,1636,2626,12.33
3406503,vinyl,1,2268,4032,813,1594,1462,2441,6.01
3406504,paper,1,2268,4032,888,1477,1471,2397,5.87
3406522,paper,1,2268,4032,803,1619,1480,2536,6.79
3406546,paper,1,2268,4032,804,1020,1659,2362,12.55
3406559,plastic,1,4032,2268,1647,847,2448,1654,7.07
3406562,paper,1,2250,4000,556,1263,1428,2578,12.74
3406575,pet,1,2268,4032,1039,1676,1288,2558,2.4
3406594,plastic,1,2268,4032,847,1654,1528,2331,5.04
3406599,paper,1,2268,4032,416,1493,1827,2679,18.3
3406620,paper,1,2268,4032,456,1480,1769,2601,16.1
3406625,vinyl,1,2250,4000,816,1766,1522,2347,4.56
3406637,paper,1,2268,4032,487,1501,1832,2641,16.77
3406642,paper,1,2272,4032,775,1477,1475,2407,7.11
3406650,plastic,1,2268,4032,910,1537,1468,2255,4.38
3406653,paper,1,2268,4032,565,1601,1763,2582,12.85
3406654,paper,1,1836,3264,601,1217,1209,1877,6.7
3406660,pet,1,2268,4032,945,1462,1260,2501,3.58
3406667,paper,1,2268,4032,602,1591,1753,2577,12.41
3406681,pack,1,2268,4032,816,1780,1436,2259,3.25
3406687,plastic,1,2268,4032,879,1594,1490,2378,5.24
3406688,can,1,2268,4032,838,1723,1402,2287,3.48
3406715,pack,1,2268,4032,885,1833,1301,2281,2.04
3406717,glass,1,2610,4640,1051,1773,1678,2759,5.1
3406718,paper,1,2268,4032,945,1622,1326,2214,2.47
3406719,paper,1,2272,4032,962,1495,1471,2303,4.49
3406720,pack,1,2268,4032,866,1512,1342,2019,2.64
3406731,paper,1,2268,4032,942,1758,1307,2337,2.31
3406740,can,1,2268,4032,770,1418,1466,2451,7.86
3406743,paper,1,2268,4032,951,1710,1310,2281,2.24
3406756,paper,1,2268,4032,958,1603,1304,2148,2.06
3406773,paper,1,2268,4032,983,1695,1332,2232,2.05
3406790,pack,1,2268,4032,895,1610,1288,2000,1.68
3406804,pet,1,2268,4032,973,1613,1339,2470,3.43
3406807,paper,1,2272,4032,984,1561,1452,2277,3.66
3406816,paper,1,2250,4000,762,1784,1449,2344,4.27
3406818,paper,1,2272,4032,993,1600,1216,2108,1.24
3406833,plastic,1,2268,4032,633,1285,1786,2435,14.5
3406850,paper,1,2268,4032,838,1775,1433,2476,4.56
3406853,can,1,2268,4032,885,1981,1386,2296,1.73
3406867,paper,1,2272,4032,1049,1458,1323,2177,2.15
3406869,glass,1,2610,4640,1236,2016,1573,2856,2.34
3406915,glass,1,2268,4032,966,1327,1397,2707,6.5
3406918,can,1,2268,4032,1027,1584,1266,2470,2.32
3406920,can,1,2268,4032,832,1947,1351,2255,1.75
3406921,vinyl,1,2250,4000,841,1625,1463,2275,4.49
3406936,can,1,2268,4032,869,766,1369,2680,10.47
3406948,can,1,2268,4032,976,1526,1228,2432,2.5
3406949,paper,1,2250,4000,700,1578,1616,2306,7.41
3406966,paper,1,2268,4032,721,1220,1489,2217,8.37
3406986,vinyl,1,2268,4032,699,1521,1661,2138,6.49
3406992,paper,1,2268,4032,753,1487,1531,2509,8.69
3406995,can,1,2610,4640,1147,1694,1644,2571,3.6
3407003,paper,1,2268,4032,637,1315,1596,2562,13.08
3407012,vinyl,1,4032,2268,1814,866,2356,1298,2.56
3407016,paper,1,2268,4032,674,1436,1553,2574,10.94
3407018,plastic,1,2268,4032,835,1956,1443,2340,2.55
3407020,can,1,2268,4032,841,844,1355,2668,10.25
3407023,paper,1,2268,4032,789,1033,1577,2098,9.18
3407024,can,1,2250,4000,1056,1569,1281,2344,1.94
3407041,paper,1,2268,4032,687,1266,1616,2470,12.23
3407047,can,1,2268,4032,849,810,1378,2686,10.85
3407053,paper,1,2268,4032,661,1465,1549,2617,11.19
3407067,paper,1,2268,4032,754,1505,1403,2408,6.41
3407070,vinyl,1,2268,4032,715,1418,1584,2591,11.15
3407071,pet,1,2268,4032,927,1127,1362,2548,6.76
3407073,can,1,2268,4032,958,1452,1428,2532,5.55
3407076,glass,1,2268,4032,1027,1314,1301,2172,2.57
3407085,can,1,2268,4032,873,907,1421,2751,11.05
3407088,paper,1,2268,4032,570,1663,1597,2403,8.31
3407089,can,1,2252,4000,1012,1378,1243,2094,1.84
3407090,paper,1,2268,4032,718,1386,1597,2526,10.96
3407093,vinyl,1,2268,4032,784,1682,1443,2265,4.2
3407094,vinyl,1,2268,4032,810,1386,1878,2438,12.29
3407100,paper,1,2268,4032,513,1632,1642,2463,10.26
3407104,can,1,2268,4032,838,870,1398,2710,11.27
3407105,paper,1,2268,4032,717,1288,1495,2274,8.39
3407133,paper,1,2268,4032,690,1399,1479,2484,9.36
3407135,paper,1,2268,4032,624,1430,1701,2788,15.99
3407147,can,1,2268,4032,791,1080,1468,2668,11.76
3407157,paper,1,4032,2268,1597,644,2363,1650,8.43
3407162,paper,1,2268,4032,898,1358,1698,2435,9.42
3407165,paper,1,2268,4032,696,1408,1714,2684,14.2
3407167,pet,1,2272,4032,983,1487,1440,2466,4.88
3407168,pack,1,2268,4032,1021,1517,1381,2430,3.59
3407176,paper,1,2268,4032,677,1304,1745,2655,15.78
3407183,pack,1,2268,4032,1021,1572,1342,2381,2.84
3407192,pet,1,2268,4032,1162,1547,1433,2284,2.18
3407200,paper,1,2268,4032,810,1348,1458,2303,6.77
3407206,pack,1,2268,4032,972,1640,1264,2368,2.32
3407213,can,1,1836,3264,765,1170,1122,1932,4.54
3407222,pack,1,2268,4032,995,1638,1283,2374,2.32
3407237,plastic,1,2268,4032,1002,1632,1298,2325,2.24
3407238,pack,1,2268,4032,990,1670,1272,2392,2.23
3407244,paper,1,2268,4032,693,1238,1421,2236,7.95
3407251,plastic,1,2268,4032,920,1966,1421,2400,2.38
3407260,paper,1,2250,4000,513,978,1609,2494,18.46
3407263,can,1,1440,2560,644,976,770,1436,1.57
3407265,vinyl,1,2272,4032,942,1544,1413,2332,4.05
3407270,can,1,2268,4032,902,1462,1347,2543,5.26
3407280,paper,1,2268,4032,731,1307,1790,2777,17.02
3407287,vinyl,1,2268,4032,589,1477,1685,2457,11.75
3407296,paper,1,2268,4032,850,1477,1599,2526,8.59
3407297,paper,1,2268,4032,680,1068,1833,2659,20.06
3407304,pack,1,2268,4032,898,1745,1332,2287,2.57
3407327,paper,1,2268,4032,668,1443,1662,2797,14.72
3407342,vinyl,1,1440,2560,650,806,830,1652,4.13
3407346,paper,1,2268,4032,844,1389,1729,2600,11.72
3407362,paper,1,2268,4032,810,1525,1644,2668,10.42
3407369,pet,1,2268,4032,949,1068,1424,2651,8.22
3407372,paper,1,2268,4032,762,1427,1588,2536,10.02
3407377,pet,1,4032,2268,1657,948,2504,1222,2.54
3407395,pet,1,2268,4032,674,1934,1652,2247,3.35
3407416,paper,1,2268,4032,788,1162,1447,2044,6.36
3407419,can,1,2268,4032,819,1707,1424,2403,4.6
3407424,glass,1,2268,4032,1021,1506,1405,2174,2.81
3407427,pack,1,2268,4032,1068,1518,1411,2429,3.42
3407440,pack,1,2268,4032,1069,1384,1432,2316,3.7
3407453,can,1,1836,3264,706,1150,1221,1920,6.62
3407460,pack,1,2268,4032,1011,1503,1372,2407,3.57
3407468,can,1,2268,4032,1062,1468,1499,2473,4.8
3407473,pack,1,2268,4032,1045,1451,1411,2387,3.75
3407485,can,1,1836,3264,687,1244,1189,2116,7.3
3407488,pack,1,2268,4032,980,1704,1487,2451,4.14
3407489,paper,1,2268,4032,621,1600,1742,2356,9.27
3407490,vinyl,1,4032,2268,1310,898,2444,1566,8.28
3407492,pack,1,2268,4032,998,1465,1362,2366,3.59
3407498,plastic,1,2268,4032,472,1424,1818,2731,19.24
3407506,can,1,4032,2268,1440,857,2567,1370,6.32
3407507,can,1,2252,4000,1000,1609,1218,2309,1.69
3407519,plastic,1,2268,4032,485,1228,1767,2504,17.89
3407535,can,1,2268,4032,885,1386,1373,2687,6.94
3407539,plastic,1,2268,4032,472,1282,1855,2614,20.14
3407540,paper,1,2268,4032,671,1506,1720,2693,13.62
3407552,vinyl,1,2268,4032,822,1418,1575,2592,9.67
3407554,plastic,1,2268,4032,504,1279,1802,2552,18.07
3407558,vinyl,1,1440,2560,534,898,1054,1700,11.31
3407559,pack,1,2268,4032,913,1509,1518,2413,5.98
3407560,paper,1,2268,4032,583,1550,1758,2429,11.29
3407562,can,1,2268,4032,1040,1732,1285,2240,1.36
3407570,can,1,2268,4032,863,1389,1329,2580,6.07
3407574,plastic,1,2268,4032,469,1203,1761,2466,17.84
3407587,paper,1,2268,4032,665,1282,1455,2419,9.82
3407588,vinyl,1,2268,4032,622,1569,1664,2439,9.91
3407602,vinyl,1,4032,2268,1723,838,2583,1518,6.4
3407605,can,1,2268,4032,939,1364,1421,2630,6.67
3407609,vinyl,1,2268,4032,923,1080,1610,2240,8.71
3407612,paper,1,2268,4032,688,960,1600,2136,11.73
3407629,plastic,1,1836,3264,617,1298,1377,2114,10.35
3407631,paper,1,2268,4032,595,1093,1789,2700,20.98
3407642,plastic,1,2268,4032,665,1597,1553,2419,7.98
3407645,vinyl,1,2268,4032,926,1717,1528,2457,4.87
3407652,plastic,1,1836,3264,732,1341,1160,1844,3.59
3407672,plastic,1,2620,4656,1146,1921,1532,2608,2.17
3407676,glass,1,2268,4032,964,1874,1361,2410,2.33
3407679,paper,1,2268,4032,545,1591,1544,2300,7.75
3407684,pack,1,2268,4032,967,1887,1399,2325,2.07
3407709,pack,1,2268,4032,888,1739,1295,2098,1.6
3407713,vinyl,1,1836,3264,478,1196,1444,2085,14.33
3407715,pack,1,2268,4032,693,1655,1676,2150,5.32
3407717,paper,1,2268,4032,973,1125,1449,1748,3.24
3407724,pack,1,2268,4032,1049,1336,1358,2252,3.1
3407743,paper,1,2268,4032,608,1619,1641,2391,8.72
3407754,paper,1,2250,4000,625,1512,1688,2309,9.41
3407777,pet,1,2252,4000,975,1406,1427,2337,4.67
3407785,can,1,2268,4032,907,1440,1329,2621,5.45
3407792,plastic,1,2268,4032,1017,1755,1320,2385,2.09
3407814,vinyl,1,2268,4032,860,1871,1417,2240,2.25
3407815,paper,1,2268,4032,882,1033,1616,2120,8.72
3407826,paper,1,2272,4032,901,1638,1450,2441,4.81
3407829,paper,1,2268,4032,926,1203,1714,2306,9.5
3407833,pet,1,2268,4032,942,1351,1304,2520,4.63
3407842,plastic,1,2268,4032,989,1468,1276,2315,2.66
3407843,vinyl,1,2268,4032,1002,1707,1377,2552,3.47
3407849,plastic,1,2268,4032,520,1575,1846,2385,11.75
3407851,pet,1,2268,4032,986,1496,1269,2416,2.85
3407868,plastic,1,2268,4032,504,1446,1874,2277,12.45
3407869,paper,1,2268,4032,803,1751,1301,2482,3.98
3407876,pack,1,2268,4032,1021,1884,1273,2363,1.32
3407880,vinyl,1,2268,4032,953,1560,1348,2413,3.68
3407882,plastic,1,2268,4032,466,1399,1840,2233,12.53
3407884,plastic,1,2268,4032,920,1566,1288,2290,2.91
3407885,pack,1,2268,4032,885,1751,1295,2221,2.11
3407894,paper,1,2268,4032,835,1137,1487,2041,6.45
3407901,plastic,1,2268,4032,501,1411,1868,2249,12.53
3407904,pet,1,2268,4032,1008,1512,1304,2454,3.05
3407914,plastic,1,2268,4032,504,1427,1877,2274,12.72
3407922,paper,1,4032,2268,2098,772,3008,1402,6.27
3407934,vinyl,1,2268,4032,939,1761,1364,2274,2.38
3407944,pack,1,2268,4032,863,1436,1395,2586,6.69
3407953,can,1,2268,4032,923,1613,1367,2514,4.37
3407967,paper,1,2268,4032,709,1638,1616,2299,6.56
3407968,paper,1,2268,4032,794,1915,1556,2901,8.22
3407983,vinyl,1,2268,4032,841,1786,1326,2340,2.94
3407984,paper,1,2268,4032,750,1666,1537,2649,8.46
3408010,paper,1,2268,4032,617,1591,1629,2362,8.53
3408015,pet,1,2252,4000,909,1272,1390,2156,4.72
3408029,can,1,2268,4032,958,1351,1427,2677,6.8
3408035,plastic,1,2268,4032,876,1584,1480,2570,6.51
3408039,vinyl,1,2268,4032,954,1704,1411,2344,3.2
3408041,paper,1,2268,4032,422,1194,1726,2438,17.74
3408065,paper,1,2268,4032,533,1377,1773,2429,14.27
3408070,paper,1,1440,2560,452,896,949,1722,11.14
3408077,paper,1,2268,4032,813,895,1577,2805,15.96
3408087,paper,1,4032,2268,1351,690,2529,1578,11.44
3408093,plastic,1,4032,2272,1651,870,2300,1346,3.37
3408097,paper,1,2268,4032,662,1591,1632,2312,7.65
3408100,paper,1,2268,4032,762,1493,1540,2599,9.41
3408106,vinyl,1,2592,4608,803,1357,1861,2668,11.61
3408110,vinyl,1,2268,4032,895,1364,1443,2353,5.93
3408129,pet,1,2268,4032,1024,1411,1323,2381,3.17
3408132,paper,1,1440,2560,483,911,998,1598,9.6
3408135,paper,1,2268,4032,652,1449,1638,2372,9.95
3408142,pet,1,2268,4032,1008,1610,1282,2501,2.67
3408151,paper,1,2268,4032,753,1512,1625,2476,9.19
3408152,can,1,1836,3264,765,1244,1076,1935,3.59
3408153,vinyl,1,2268,4032,1055,1685,1273,2356,1.6
3408166,pet,1,2268,4032,1005,1710,1263,2413,1.98
3408188,pet,1,2272,4032,955,1354,1311,2602,4.85
3408193,pet,1,2268,4032,1046,1588,1298,2385,2.2
3408200,pet,1,2268,4032,1014,1562,1279,2413,2.47
3408204,plastic,1,2268,4032,775,1581,1427,2681,7.84
3408219,pet,1,2268,4032,1043,1553,1291,2344,2.15
