imagePath,label,Shape_num,point1_x,point1_y,point2_x,point2_y,AllPixelMeanR,AllPixelMeanG,AllPixelMeanB,bBoxMeanR,bBoxMeanG,bBoxMeanB,eBoxMeanR,eBoxMeanG,eBoxMeanB
3422968,paper,1,927.9999999999998,647.9999999999999,1695.9999999999998,827.9999999999999,126,123,116,148,136,146,126,123,116
3423108,paper,1,1005.99936,593.9999999999999,1628.0,962.00064,130,133,126,89,126,108,130,133,126
3423263,paper,3,918.00064,290.00088,1212.00128,572.0004,145,146,138,91,121,109,145,146,138
3423263,paper,3,714.00064,498.00024,1004.0,918.00072,145,146,138,91,121,109,145,146,138
3423263,paper,3,979.99872,497.99952,1603.99872,1015.9992,145,146,138,91,121,109,145,146,138
3423486,paper,3,850.0019200000002,611.99928,1446.0006400000002,977.99976,115,118,112,117,158,145,115,118,112
3423486,paper,3,1445.9997439999952,597.9293073507968,1699.9996159999946,1000.0000799999988,115,118,112,117,158,145,115,118,112
3423486,paper,3,1125.9993599999991,336.6193782338645,1555.999999999999,607.9996799999998,115,118,112,117,158,145,115,118,112
3425833,pet,1,1343.9000000000003,649.700712,1468.5000000000005,970.100712,125,112,94,142,136,135,125,112,94
3426371,paper,3,1440.0,531.99936,1897.99936,909.99936,114,111,106,170,148,151,114,111,106
3426371,paper,3,1022.00064,394.00056,1486.00064,792.00072,114,111,106,170,148,151,114,111,106
3426371,paper,3,1024.0012800000002,681.99984,1522.0006400000002,1091.99952,114,111,106,170,148,151,114,111,106
3426512,paper,1,924.0012799999998,662.0004,1372.00128,966.00024,126,123,117,186,142,146,126,123,117
3427247,paper,5,941.7582417582418,592.8571428571429,1303.4492694505418,1111.2977250863064,119,118,113,199,214,215,119,118,113
3427247,paper,5,1123.144137142857,642.1536861538464,1622.5274725274726,1176.923076923077,119,118,113,199,214,215,119,118,113
3427247,paper,5,896.2194459096394,602.636329584981,1260.4395604395604,1121.428571428571,119,118,113,199,214,215,119,118,113
3427247,paper,5,847.1817796381372,605.9479189601859,897.2527472527472,1121.428571428571,119,118,113,199,214,215,119,118,113
3427247,paper,5,819.8137726506493,605.7548447247011,847.7312301875879,1121.7822301951364,119,118,113,199,214,215,119,118,113
3427492,paper,4,1102.5706856565023,588.2049350514031,1550.5494505494505,900.0,119,115,111,155,171,195,119,115,111
3427492,paper,4,1060.00128,366.00048,1486.00064,650.00016,119,115,111,155,171,195,119,115,111
3427492,paper,4,1483.91967573923,318.5623348168612,1823.6263736263736,759.8901098901099,119,115,111,155,171,195,119,115,111
3427492,paper,4,1483.9196757392306,498.3839850008088,1626.923076923077,834.6153846153846,119,115,111,155,171,195,119,115,111
3427564,paper,2,1062.6473686486488,539.5502695495494,1340.5405405405404,950.0,111,112,106,179,190,192,111,112,106
3427564,paper,2,1363.9987199999996,538.00056,1641.8918918918916,951.3513513513512,111,112,106,179,190,192,111,112,106
3429064,pack,3,1482.0,689.99976,1703.2520325203252,906.5528455284554,110,111,105,178,189,190,110,111,105
3429064,paper,3,1385.9993600000005,366.00048,1728.0000000000002,663.99984,110,111,105,178,189,190,110,111,105
3429064,paper,3,1031.0372184284442,503.99999999999983,1512.0012799999995,895.9996799999998,110,111,105,178,189,190,110,111,105
3429640,pack,3,1133.99936,828.0000000000002,1381.99936,1071.9993600000005,121,120,114,153,167,167,121,120,114
3429640,paper,3,961.9993600000004,488.00016,1464.0000000000002,838.0007999999999,121,120,114,153,167,167,121,120,114
3429640,pack,3,1390.0006400000002,704.0001599999998,1777.9993600000005,1032.0004799999997,121,120,114,153,167,167,121,120,114
3429887,pack,5,1332.0,392.0004,1612.0,646.00056,113,111,104,151,148,154,113,111,104
3429887,pack,5,1086.00064,437.99904,1348.00128,643.9996799999999,113,111,104,151,148,154,113,111,104
3429887,pack,5,1141.999104,784.00008,1351.998976,993.9996,113,111,104,151,148,154,113,111,104
3429887,paper,5,987.9508887562192,640.9849946268657,1639.3034825870643,788.5572139303482,113,111,104,151,148,154,113,111,104
3429887,pack,5,1353.99872,793.99944,1565.99872,1011.9996,113,111,104,151,148,154,113,111,104
3438953,plastic,1,526.8605162878401,226.95053399999944,2247.9055859255586,1360.112292537444,147,152,134,70,116,47,147,152,134
3441216,paper,1,864.7479674796746,425.1872318699188,1682.1138211382115,1065.9024390243903,110,108,103,171,188,205,110,108,103
3443040,paper,3,1104.790555966386,297.56045811659186,1660.87394957983,930.4129560538112,117,112,108,145,127,145,117,112,108
3443040,paper,3,919.9987199999998,270.00000000000006,1509.9993599999998,963.99936,117,112,108,145,127,145,117,112,108
3443040,paper,3,1187.4957983193272,337.9372197309418,1884.5042016806708,1093.4529147982062,117,112,108,145,127,145,117,112,108
3444409,plastic,1,944.0012799999996,598.0003199999998,1582.0,926.0,106,96,84,117,120,131,106,96,84
3444624,vinyl,1,836.00128,506.00016,1700.00128,956.00016,126,109,92,127,136,158,126,109,92
3444683,plastic,1,751.2766709243688,470.6281226905827,1857.8487394957976,944.0006399999996,180,167,150,177,179,194,180,167,150
3449353,plastic,2,1135.9997440000002,435.999816,1225.999616,549.999864,117,118,112,83,105,100,117,118,112
3449353,plastic,2,966.00064,542.0001599999999,1456.0,920.00016,117,118,112,83,105,100,117,118,112
3449520,plastic,1,932.00128,634.0003199999999,1614.0006400000002,858.0009599999998,142,136,131,158,159,162,142,136,131
3451604,vinyl,2,1384.0002560000005,621.99936,1534.0003840000002,1053.99936,132,115,97,143,146,152,132,115,97
3451604,vinyl,2,917.99936,445.99968000000007,1450.00064,954.0,132,115,97,143,146,152,132,115,97
3453906,paper,1,854.8123681300815,265.91293521402366,1847.9674796747968,1165.0894308943089,148,132,115,166,166,180,148,132,115
3456207,plastic,2,1544.0006400000004,327.99960000000004,1748.0006400000004,995.9997600000002,126,124,115,157,168,156,126,124,115
3456207,plastic,2,930.00064,368.00064,1568.00128,1012.00032,126,124,115,157,168,156,126,124,115
3468282,plastic,1,760.0491803278688,690.8524590163935,1873.1639344262296,751.5081967213115,149,147,139,150,116,112,149,147,139
3468944,plastic,3,902.00064,470.914718206278,1359.9999999999995,1108.00008,140,139,133,125,123,116,140,139,133
3468944,vinyl,3,1107.6086956521738,342.39130434782606,1692.0,1002.00096,140,139,133,125,123,116,140,139,133
3468944,can,3,1104.0,949.99968,1459.99872,1215.9993599999998,140,139,133,125,123,116,140,139,133
3470537,plastic,2,707.0924369747897,892.0002959999993,1568.0000000000014,994.457743103138,144,141,134,121,91,88,144,141,134
3470537,paper,2,744.0012800000001,486.00000000000006,1584.00128,854.0006400000001,144,141,134,121,91,88,144,141,134
3471179,plastic,5,609.9999999999998,677.99952,861.9999999999998,956.00016,122,124,120,95,94,97,122,124,120
3471179,paper,5,1184.000384,292.0003199999999,1508.9246257478978,1020.9147982062776,122,124,120,95,94,97,122,124,120
3471179,paper,5,926.00064,303.99984,1214.0006399999995,551.99952,122,124,120,95,94,97,122,124,120
3471179,can,5,641.99936,217.99944000000005,945.99936,673.9999200000001,122,124,120,95,94,97,122,124,120
3471179,can,5,844.0,520.0005600000001,1194.00064,1098.00072,122,124,120,95,94,97,122,124,120
3471668,vinyl,3,783.9999999999995,377.74871892376666,1273.9993599999991,992.5920882511213,127,124,116,129,108,99,127,124,116
3471668,vinyl,3,1103.9999999999998,314.0006400000001,1615.9999999999998,741.6418956053813,127,124,116,129,108,99,127,124,116
3471668,vinyl,3,1101.445378151261,604.8430493273544,1617.7478991596638,1136.5022421524664,127,124,116,129,108,99,127,124,116
3473786,pack,3,1106.00064,423.9993599999999,1626.00064,756.0,114,114,109,105,113,123,114,114,109
3473786,glass,3,928.00128,734.0003999999999,1474.00064,966.00024,114,114,109,105,113,123,114,114,109
3473786,plastic,3,1368.0012799999995,669.9995999999999,1715.9999999999995,1013.9997599999998,114,114,109,105,113,123,114,114,109
3474320,plastic,2,815.9987199999991,399.847293632287,1787.3600645378142,817.9999200000004,129,127,121,56,55,54,129,127,121
3474320,glass,2,742.00064,810.0,1558.00064,1075.99968,129,127,121,56,55,54,129,127,121
3474964,glass,3,851.8991596638654,408.96860986547085,1643.563025210084,662.9596412556054,116,115,106,163,172,141,116,115,106
3474964,pack,3,744.3361344537817,553.1838565022422,1241.27731092437,934.170403587444,116,115,106,163,172,141,116,115,106
3474964,plastic,3,1230.5210084033613,654.3497757847533,1604.8403361344538,1015.9641255605382,116,115,106,163,172,141,116,115,106
3475031,paper,4,776.0012800000002,640.0008,1284.0000000000002,1014.00048,118,115,105,156,166,128,118,115,105
3475031,can,4,802.0010240000001,416.00016,1056.0008960000002,676.0007999999999,118,115,105,156,166,128,118,115,105
3475031,glass,4,1032.0385756862745,368.0779513725491,1602.0379356862743,700.078591372549,118,115,105,156,166,128,118,115,105
3475031,plastic,4,1280.0012800000002,616.0003200000001,1672.0012800000004,1003.99968,118,115,105,156,166,128,118,115,105
3475545,plastic,2,1002.0006400000004,295.5422808968611,1790.0019200000004,891.9993600000003,124,123,115,122,124,101,124,123,115
3475545,plastic,2,1013.99936,715.9996800000001,1437.9993599999998,1143.99936,124,123,115,122,124,101,124,123,115
3476548,plastic,2,971.5245901639344,482.655737704918,1700.000000000001,755.9999999999995,125,123,116,79,82,84,125,123,116
3476548,plastic,2,738.4615384615381,773.6016096579473,1804.1628959276013,851.8309859154925,125,123,116,79,82,84,125,123,116
3478389,plastic,2,1112.6063220168064,484.00056,1499.9999999999995,1044.00072,114,113,105,106,114,115,114,113,105
3478389,plastic,2,829.9993599999998,429.99984,1199.9987199999998,1046.00016,114,113,105,106,114,115,114,113,105
3483541,plastic,3,1030.0006400000002,686.0001599999999,1356.0012800000002,1014.00048,124,119,106,103,110,110,124,119,106
3483541,can,3,1048.0,427.99968,1313.99936,647.9999999999999,124,119,106,103,110,110,124,119,106
3483541,glass,3,1359.9993600000005,405.53112063797744,1571.9993600000005,1046.0001599999996,124,119,106,103,110,110,124,119,106
3516741,vinyl,1,941.9993600000004,195.8475336322872,1851.327731092436,1399.9996800000008,88,91,87,108,110,106,88,91,87
3536484,pack,1,1240.0,560.0001599999999,1614.00064,915.99984,140,119,103,185,184,186,140,119,103
3536642,vinyl,2,717.8163771712159,440.8810572687224,1937.4689826302729,1348.0176211453745,163,143,100,189,193,55,163,143,100
3536642,paper,2,1104.9972023147843,221.62131748180445,1341.241896037484,419.4123857720172,163,143,100,189,193,55,163,143,100
3537202,plastic,1,1111.9999999999998,529.99992,1822.0006399999995,923.99976,195,178,162,173,170,168,195,178,162
3537460,vinyl,4,917.99936,639.9993600000001,1492.0,1062.0,169,122,67,190,136,99,169,122,67
3537460,vinyl,4,1054.001024,484.00056,1268.000896,644.0004,169,122,67,190,136,99,169,122,67
3537460,vinyl,4,1289.9991039999984,418.0003199999983,1443.9989759999978,624.107997600975,169,122,67,190,136,99,169,122,67
3537460,vinyl,4,941.999104,375.9998399999999,1055.998976,555.99984,169,122,67,190,136,99,169,122,67
3538167,vinyl,2,910.8442496270308,458.6346793440407,1702.966835703849,743.471344088838,153,99,35,138,111,75,153,99,35
3538167,can,2,1096.650782163566,701.1527538981786,1523.679830624734,966.4577616319024,153,99,35,138,111,75,153,99,35
3538303,pack,2,1179.042253521127,353.68421052631584,1590.084507042253,880.6015037593984,174,115,44,169,126,74,174,115,44
3538303,can,2,1067.267605633803,801.203007518797,1550.422535211268,1187.3684210526317,174,115,44,169,126,74,174,115,44
3540990,vinyl,2,1035.9999999999968,562.1958407695828,1722.0006399999954,1223.9022396152077,167,120,75,184,157,134,167,120,75
3540990,vinyl,2,861.9993599999932,390.0002399999972,1727.9987199999878,933.22253551382,167,120,75,184,157,134,167,120,75
3542080,paper,1,732.0012799999993,267.9998399999993,1870.0,1201.999519830456,140,137,133,102,110,118,140,137,133
3542772,paper,1,645.9993600000001,305.99928,1700.0,1175.9997600000002,154,147,142,156,157,162,154,147,142
3575647,plastic,4,1410.0006400000002,660.0009600000002,1764.0000000000002,1048.0003200000003,120,119,113,124,151,164,120,119,113
3575647,vinyl,4,1022.00064,345.9996,1649.99936,946.00008,120,119,113,124,151,164,120,119,113
3575647,glass,4,1201.999744,888.0004799999998,1399.999616,1108.0007999999998,120,119,113,124,151,164,120,119,113
3575647,pack,4,888.0,690.00048,1214.00064,1023.99984,120,119,113,124,151,164,120,119,113
3575840,pack,3,1197.12907110453,748.8569219483379,1538.585229707066,1091.7875419306783,122,119,112,108,115,119,122,119,112
3575840,plastic,3,1339.6412218875917,424.7171181071668,1759.3473274232376,762.9489288245729,122,119,112,108,115,119,122,119,112
3575840,vinyl,3,858.8584758086872,261.8625946973867,1502.5122442506415,900.7490826015022,122,119,112,108,115,119,122,119,112
3578039,pack,4,1566.000896,841.9996800000001,1796.001024,1129.99968,142,143,138,119,108,96,142,143,138
3578039,plastic,4,1331.998720000004,365.9997599999999,1738.6483753704051,887.3176786755964,142,143,138,119,108,96,142,143,138
3578039,paper,4,946.0019200000002,402.0004800000001,1574.0006400000002,1126.0008,142,143,138,119,108,96,142,143,138
3578039,can,4,1399.557125062571,448.8780555907247,1593.371019643194,703.5926660856164,142,143,138,119,108,96,142,143,138
3579376,vinyl,2,1182.00064,797.9990399999999,1790.00064,1219.99968,122,122,113,127,127,115,122,122,113
3579376,pack,2,990.00064,366.00048,1528.0,956.00016,122,122,113,127,127,115,122,122,113
3579902,vinyl,2,900.00128,354.00024,1406.00064,810.00072,136,136,128,147,152,143,136,136,128
3579902,vinyl,2,1090.0006400000002,614.0001599999999,1588.0000000000002,1082.00016,136,136,128,147,152,143,136,136,128
3582310,vinyl,2,968.1049290433564,284.0004000000023,1514.2994206804135,808.2862373125561,116,113,105,146,175,207,116,113,105
3582310,vinyl,2,867.207225625209,530.6280465725482,1693.0325852938847,976.4495603188248,116,113,105,146,175,207,116,113,105
3582848,vinyl,4,804.0000000000003,312.00048,1391.9987200000005,784.0008,113,112,103,93,114,119,113,112,103
3582848,vinyl,4,1020.4009805547648,388.8637604226033,1654.2913517967345,856.2433648723509,113,112,103,93,114,119,113,112,103
3582848,vinyl,4,870.0006399999927,660.6500625431557,1380.8173192221811,1130.0003999999908,113,112,103,93,114,119,113,112,103
3582848,vinyl,4,1317.6187888237737,618.8340624370896,1779.318852754945,1082.124134820549,113,112,103,93,114,119,113,112,103
3585728,plastic,3,782.00064,421.99992,1284.00128,991.99944,128,129,122,145,177,175,128,129,122
3585728,pack,3,1246.00064,313.9992,1601.99936,623.99952,128,129,122,145,177,175,128,129,122
3585728,vinyl,3,1127.99872,619.9991999999997,1679.99872,1109.9995199999996,128,129,122,145,177,175,128,129,122
3585883,glass,4,1048.00128,394.00056,1306.00064,590.0004,126,121,112,140,146,150,126,121,112
3585883,can,4,817.9993599999927,400.00031999999726,1175.6366986199937,679.139955400429,126,121,112,140,146,150,126,121,112
3585883,can,4,1162.000384,569.999808,1356.000256,703.9998720000001,126,121,112,140,146,150,126,121,112
3585883,vinyl,4,954.00064,718.0005599999998,1432.00128,1188.0007199999998,126,121,112,140,146,150,126,121,112
3586175,vinyl,3,803.6569414294371,576.9518230641805,1828.483871716082,998.6224470917384,140,135,126,119,136,153,140,135,126
3586175,plastic,3,1093.62543778,392.760727721488,1474.9455549109575,687.2974908041863,140,135,126,119,136,153,140,135,126
3586175,glass,3,1214.373826622956,434.0899967137118,1770.3278195225423,800.5096038709642,140,135,126,119,136,153,140,135,126
3586246,vinyl,3,752.0000000000002,425.99952,1824.0,861.99984,143,138,129,106,117,135,143,138,129
3586246,glass,3,802.00064,654.00048,1389.99936,1036.0008,143,138,129,106,117,135,143,138,129
3586246,pack,3,1290.0006400000002,726.00048,1672.0012800000002,1113.9998400000002,143,138,129,106,117,135,143,138,129
3586488,can,3,1319.9989760000003,190.00008000000005,1509.9991040000004,453.9996,117,109,95,149,159,166,117,109,95
3586488,vinyl,3,1009.9993600000004,460.00008,1681.9993600000005,1038.00024,117,109,95,149,159,166,117,109,95
3586488,plastic,3,1092.00128,239.99975999999995,1396.00128,557.99928,117,109,95,149,159,166,117,109,95
3586685,plastic,4,1317.2363636363636,810.8737864077669,1652.3636363636365,1034.5631067961165,141,143,132,125,160,131,141,143,132
3586685,can,4,1163.6363636363635,452.0388349514564,1447.5636363636363,559.2233009708739,141,143,132,125,160,131,141,143,132
3586685,vinyl,4,935.5636363636364,535.9223300970874,1764.0727272727274,899.4174757281555,141,143,132,125,160,131,141,143,132
