imagePath,label,Shape_num,width,height,point1_x,point1_y,point2_x,point2_y,ascept_ratio,BgMeanR,BgMeanG,BgMeanB
3607881,pack,1,2268,4032,787,1594,1304,2511,5.18,129,127,123
3608275,pack,1,2268,4032,725,1616,1535,2564,8.4,154,149,143
3608311,pack,1,2268,4032,702,1783,1480,2312,4.5,164,160,157
3609092,pack,1,2268,4032,847,1673,1588,2334,5.36,165,147,132
3612452,pack,1,2268,4032,992,1622,1471,2199,3.02,141,136,132
3616102,pack,1,2268,4032,643,1499,1540,2416,8.99,154,154,155
3631577,pack,1,2268,4032,895,1559,1291,2315,3.27,155,133,114
3632319,pack,1,2268,4032,841,1687,1390,2289,3.61,166,149,133
3640930,pack,1,2268,4032,983,1487,1468,2214,3.86,132,121,111
3657952,pack,1,2268,4032,810,1846,1364,2772,5.61,154,153,150
3661639,pack,1,2268,4032,810,1742,1553,2681,7.63,125,117,110
3670959,pack,1,2268,4032,882,1532,1447,1924,2.42,153,149,146
3671358,pack,1,2268,4032,835,1591,1449,2246,4.4,152,150,148
3671575,pack,1,2268,4032,835,1378,1395,2583,7.38,158,155,153
3671592,pack,1,2268,4032,847,1080,1455,2233,7.67,160,157,155
3679519,pack,1,2268,4032,937,1576,1314,2448,3.59,137,124,107
3682177,pack,1,2268,4032,961,1540,1458,2334,4.32,166,157,145
3687603,pack,1,2268,4032,942,1490,1323,2400,3.79,181,163,109
3692412,pack,1,2268,4032,789,1520,1502,2590,8.34,153,151,148
3696120,pack,1,2268,4032,822,1566,1531,2722,8.96,162,155,147
3696323,pack,1,2268,4032,838,1600,1509,2706,8.12,155,149,143
3696437,pack,1,2268,4032,909,1711,1350,2498,3.8,169,161,153
3701825,pack,1,2268,4032,1002,1651,1348,2381,2.76,142,139,134
3790797,pack,1,2272,4032,869,1342,1319,2540,5.88,177,149,113
3792556,pack,1,2268,4032,684,1458,1578,2356,8.78,172,157,153
3801936,pack,1,2268,4032,947,1228,1413,1642,2.11,159,158,156
3807358,pack,1,2268,4032,766,1371,1392,1994,4.26,145,138,118
3830464,pack,1,2268,4032,860,1569,1594,2460,7.15,162,156,151
3830555,pack,1,2268,4032,548,1496,1295,2400,7.38,159,153,148
3868127,pack,1,2268,4032,869,1348,1383,2693,7.56,159,158,154
3909888,pack,1,2268,4032,749,1367,1329,2495,7.15,167,148,133
3975186,pack,1,2268,4032,857,1658,1369,2691,5.78,147,143,136
4006367,pack,1,2268,4032,740,1228,1389,1956,5.17,164,156,149
4012165,pack,1,2268,4032,986,1780,1433,2227,2.19,144,143,141
4052890,pack,1,2268,4032,1024,1603,1361,2277,2.48,154,153,149
4062256,pack,1,2268,4032,621,1862,1430,2728,7.66,134,134,131
4070306,pack,1,2268,4032,917,1490,1503,2419,5.95,146,134,121
4074398,pack,1,2268,4032,825,2123,1345,2734,3.47,158,158,154
4079482,pack,1,2268,4032,658,1216,1484,2114,8.11,149,138,128
4079501,pack,1,2268,4032,687,1358,1569,2199,8.11,153,145,137
4079732,pack,1,2268,4032,986,1377,1496,1994,3.44,148,125,109
4086238,pack,1,2268,4032,980,1899,1361,2410,2.13,154,151,147
4089823,pack,1,2268,4032,863,1912,1386,2397,2.77,137,134,131
4089828,pack,1,2268,4032,923,1874,1351,2356,2.26,122,120,117
4092560,pack,1,2268,4032,948,1550,1320,2183,2.58,125,116,114
4101307,pack,1,2268,4032,898,1641,1377,2240,3.14,160,150,140
4104385,pack,1,2268,4032,778,1515,1392,2602,7.3,158,151,150
4111789,pack,1,2268,4032,986,1446,1326,2391,3.51,157,132,114
4115580,pack,1,2268,4032,904,1871,1421,2378,2.87,137,123,111
4116612,pack,1,2268,4032,734,1484,1547,2252,6.83,177,167,158
4116627,pack,1,2268,4032,759,1597,1647,2340,7.22,177,168,159
4116667,pack,1,2268,4032,740,1525,1521,2429,7.72,170,159,149
4116680,pack,1,2268,4032,879,1591,1477,2473,5.77,175,164,154
4116689,pack,1,2268,4032,696,1588,1547,2403,7.58,177,167,157
4117021,pack,1,2268,4032,869,1695,1455,2309,3.93,158,154,151
4119087,pack,1,2268,4032,671,1852,1433,2208,2.97,145,139,133
4119140,pack,1,2268,4032,810,1767,1326,2151,2.17,154,149,144
4125136,pack,1,2268,4032,898,1717,1298,2174,2.0,168,162,157
4125703,pack,1,2268,4032,806,1940,1468,2655,5.18,175,167,153
4128190,pack,1,2268,4032,806,1688,1395,2457,4.95,169,137,122
4130263,pack,1,2268,4032,753,1430,1632,2309,8.45,160,142,124
4131254,pack,1,2268,4032,980,1150,1380,2359,5.29,127,125,123
4131261,pack,1,2268,4032,907,1424,1446,2196,4.55,135,133,129
4131281,pack,1,2268,4032,876,1364,1430,2167,4.86,133,130,126
4131392,pack,1,2268,4032,863,1493,1424,2548,6.47,141,128,120
4145636,pack,1,2268,4032,819,1606,1449,2246,4.41,143,125,110
4146639,pack,1,2268,4032,684,1594,1550,2347,7.13,145,135,126
4147942,pack,1,2268,4032,898,1928,1364,2574,3.29,157,155,152
4149956,pack,1,2268,4032,1017,1295,1647,2259,6.64,165,141,115
4181768,pack,1,2268,4032,850,1704,1228,2353,2.68,125,124,121
4184097,pack,1,2268,4032,844,1474,1329,2372,4.76,161,151,140
4188479,pack,1,2268,4032,696,1764,1575,2460,6.69,167,161,154
4188505,pack,1,2268,4032,797,1606,1314,2498,5.04,166,160,154
4188613,pack,1,2268,4032,803,1997,1436,2460,3.2,162,158,150
4189124,pack,1,2268,4032,942,1729,1641,2542,6.21,173,168,157
4191605,pack,1,2272,4032,867,1443,1509,2296,5.98,151,133,112
4195967,pack,1,2268,4032,1041,1384,1442,2201,3.58,129,128,124
4218222,pack,1,2268,4032,762,1606,1440,2725,8.3,128,115,107
4218249,pack,1,2268,4032,860,1912,1392,2700,4.58,133,119,110
4261151,pack,1,2268,4032,761,1877,1492,2520,5.14,153,126,107
4266137,pack,1,2268,4032,953,1873,1522,2454,3.62,137,119,107
4279714,pack,1,2268,4032,912,1685,1503,2235,3.55,133,128,120
4281075,pack,1,2268,4032,901,1544,1421,2246,3.99,146,142,136
4281118,pack,1,2268,4032,901,1460,1386,2149,3.65,144,140,134
4516289,pack,1,2268,4032,926,1802,1399,2296,2.56,137,137,134
4524281,pack,1,2268,4032,1002,1723,1402,2416,3.03,142,128,111
4528719,pack,1,2268,4032,907,1600,1352,2192,2.88,159,141,125
4551438,pack,1,2268,4032,908,1718,1407,2193,2.59,148,148,145
4557774,pack,1,2268,4032,740,1654,1622,2504,8.2,170,146,129
4559098,pack,1,2268,4032,813,1761,1427,2501,4.97,154,148,143
4649807,pack,1,2268,4032,850,1452,1345,2369,4.96,171,164,157
4651815,pack,1,2268,4032,975,1840,1591,2511,4.52,136,132,127
4653621,pack,1,2268,4032,932,1607,1455,2060,2.59,140,135,128
4654234,pack,1,2268,4032,1049,1414,1381,2325,3.31,164,160,155
4659255,pack,1,2268,4032,765,1458,1471,2552,8.45,149,136,120
4668732,pack,1,2268,4032,712,1698,1402,2498,6.04,156,148,136
4669831,pack,1,2268,4032,857,1729,1408,2284,3.34,150,145,140
4718237,pack,1,2268,4032,668,1657,1556,2123,4.53,160,146,133
4723704,pack,1,2268,4032,929,1720,1329,2236,2.26,158,157,155
4736902,pack,1,2268,4032,926,1528,1424,2457,5.06,143,143,143
4751554,pack,1,2268,4032,799,1496,1473,2299,5.92,170,153,136
4764146,pack,1,2272,4032,901,1843,1441,2187,2.03,127,118,107
4784634,pack,1,2268,4032,887,1729,1397,2212,2.69,140,136,133
4784645,pack,1,2268,4032,813,1600,1328,2273,3.79,145,136,125
4788257,pack,1,2268,4032,905,1506,1353,2478,4.76,153,131,107
4843884,pack,1,2268,4032,954,1792,1292,2385,2.19,162,158,154
4846437,pack,1,2268,4032,869,1386,1342,2489,5.71,144,142,141
4846469,pack,1,2268,4032,865,1508,1404,2727,7.19,121,120,119
4857428,pack,1,2268,4032,759,1647,1550,2356,6.13,172,164,147
4901737,pack,1,2268,4032,992,1676,1478,2556,4.68,140,140,137
4908771,pack,1,2268,4032,718,1556,1573,1855,2.8,141,135,128
4912861,pack,1,2268,4032,838,1475,1418,2444,6.15,162,160,158
4923315,pack,1,2268,4032,989,1543,1427,2359,3.91,147,137,127
4950020,pack,1,2268,4032,1005,1648,1442,2403,3.61,151,139,128
4960591,pack,1,2268,4032,794,1531,1474,2388,6.37,161,150,140
5035101,pack,1,2268,4032,891,1742,1389,2224,2.62,167,150,138
5073294,pack,1,2268,4032,933,1887,1388,2626,3.68,148,148,145
5086737,pack,1,2268,4032,891,1673,1373,2237,2.97,156,154,152
5086755,pack,1,2268,4032,753,1559,1402,2107,3.89,151,148,146
5090980,pack,1,2268,4032,1033,1285,1452,2268,4.5,165,141,112
5097231,pack,1,2272,4032,929,1473,1410,2567,5.74,135,124,115
5097376,pack,1,2272,4032,846,1512,1427,2564,6.67,140,128,118
5100864,pack,1,2268,4032,684,1726,1594,2237,5.09,148,145,141
