imagePath,label,Shape_num,width,height,point1_x,point1_y,point2_x,point2_y,ascept_ratio,BgMeanR,BgMeanG,BgMeanB
3410690,paper,1,2268,4032,929,1610,1402,2230,3.21,145,135,126
3410750,paper,1,2268,4032,986,1525,1481,2199,3.65,144,133,124
3410762,paper,1,2268,4032,854,1471,1348,2136,3.59,135,124,115
3410781,paper,1,2268,4032,907,1581,1402,2246,3.6,139,128,119
3410800,paper,1,2268,4032,926,1575,1421,2236,3.58,138,127,118
3410819,paper,1,2268,4032,844,1559,1329,2211,3.46,137,126,118
3410963,paper,1,2268,4032,775,1540,1462,2092,4.15,149,148,147
3411159,paper,1,2268,4032,901,1465,1363,2450,4.98,133,131,128
3411273,paper,1,2268,4032,838,1805,1509,2243,3.21,138,132,127
3411282,paper,1,2268,4032,835,1808,1481,2236,3.02,138,132,127
3411292,paper,1,2268,4032,794,1380,1566,2378,8.43,140,128,115
3411295,paper,1,2268,4032,847,1830,1499,2259,3.06,133,127,121
3411309,paper,1,2268,4032,787,1326,1569,2334,8.62,139,126,113
3411314,paper,1,2268,4032,835,1843,1496,2277,3.14,137,130,124
3411320,paper,1,2268,4032,813,1805,1468,2240,3.12,133,127,121
3411325,paper,1,2268,4032,769,1421,1515,2369,7.73,144,132,120
3411347,paper,1,2268,4032,753,1584,1509,2526,7.79,138,126,114
3411377,paper,1,2268,4032,750,1537,1525,2511,8.25,142,130,118
3411584,paper,1,2268,4032,747,1619,1603,2347,6.81,134,132,130
3411642,paper,1,2268,4032,759,1603,1521,2419,6.8,147,144,142
3411709,paper,1,2268,4032,762,1562,1540,2536,8.29,122,114,108
3411724,paper,1,2268,4032,825,1525,1405,2314,5.0,142,131,120
3411728,paper,1,2268,4032,753,1688,1514,2631,7.85,123,114,108
3411745,paper,1,2268,4032,847,1581,1433,2369,5.05,143,132,121
3411748,paper,1,2268,4032,737,1462,1525,2485,8.82,122,114,107
3411760,paper,1,2268,4032,740,1562,1526,2581,8.76,130,122,116
3411770,paper,1,2268,4032,740,1525,1518,2533,8.58,126,118,112
3411775,paper,1,2268,4032,759,1515,1534,2517,8.49,129,122,115
3411785,paper,1,2268,4032,891,1512,1481,2312,5.16,146,135,124
3411786,paper,1,2268,4032,725,1562,1514,2574,8.73,128,121,114
3411824,paper,1,2268,4032,882,1622,1474,2436,5.27,144,133,121
3411850,paper,1,2268,4032,841,1547,1408,2296,4.64,143,132,122
3412087,paper,1,2268,4032,852,1221,1454,2425,7.93,159,156,152
3412096,paper,1,2268,4032,857,1506,1576,2463,7.52,174,150,131
3412121,paper,1,2268,4032,784,1153,1553,2114,8.08,154,147,140
3412133,paper,1,2268,4032,857,1263,1544,2148,6.65,150,144,138
3412149,paper,1,2268,4032,885,1263,1531,2173,6.43,152,147,140
3412225,paper,1,2268,4032,806,1581,1441,2361,5.42,138,135,132
3412269,paper,1,2268,4032,762,1597,1543,2394,6.81,151,148,145
3412306,paper,1,2268,4032,806,1540,1484,2366,6.12,159,154,148
3412511,paper,1,2268,4032,832,1540,1458,2416,6.0,137,135,134
3412631,paper,1,2268,4032,882,1569,1417,2287,4.2,157,145,136
3412721,paper,1,2268,4032,765,1323,1537,2205,7.45,174,161,149
3412755,paper,1,2268,4032,576,1408,1663,2151,8.83,143,126,114
3412830,paper,1,2268,4032,791,1635,1449,2539,6.5,168,163,157
3412833,paper,1,2268,4032,728,1433,1518,2353,7.95,148,132,118
3412884,paper,1,2268,4032,797,1710,1462,2574,6.28,146,140,133
3412922,paper,1,2268,4032,828,1566,1528,2344,5.96,169,154,139
3412980,paper,1,2268,4032,819,1600,1509,2504,6.82,144,139,131
3413038,paper,1,2268,4032,873,1493,1458,2322,5.3,145,140,135
3413088,paper,1,2268,4032,816,1644,1456,2516,6.1,141,134,123
3413222,paper,1,2268,4032,832,1622,1499,2463,6.13,134,133,131
3413272,paper,1,2268,4032,901,1692,1468,2454,4.72,146,145,142
3413305,paper,1,2268,4032,769,1566,1531,2589,8.52,164,162,155
3413333,paper,1,2268,4032,863,1679,1474,2517,5.6,138,136,131
3413389,paper,1,2268,4032,800,1616,1367,2381,4.74,132,131,128
3413638,paper,1,2268,4032,747,1584,1345,2392,5.28,145,142,139
3413713,paper,1,2268,4032,687,1748,1490,2602,7.5,146,125,110
3413738,paper,1,2268,4032,844,1616,1399,2325,4.3,125,123,119
3413793,paper,1,2268,4032,920,1342,1358,1890,2.62,161,146,135
3413818,paper,1,2268,4032,1036,1553,1411,2196,2.64,161,143,129
3414007,paper,1,2268,4032,825,1695,1463,2487,5.53,134,131,127
3414064,paper,1,2268,4032,699,1490,1600,2315,8.13,126,123,120
3414142,paper,1,2268,4032,794,1588,1458,2410,5.97,141,140,137
3414264,paper,1,2268,4032,891,1257,1320,2448,5.59,154,152,150
3414393,paper,1,2268,4032,888,1603,1449,2331,4.47,158,157,155
3414430,paper,1,2268,4032,854,1537,1458,2300,5.04,157,156,155
3415284,paper,1,2268,4032,816,1663,1496,2511,6.31,145,144,143
3415359,paper,1,2268,4032,851,1550,1528,2470,6.81,128,123,119
3415638,paper,1,2268,4032,1109,1370,1433,2388,3.61,146,144,142
3415851,paper,1,2268,4032,832,1540,1301,2407,4.45,133,126,120
3416234,paper,1,2268,4032,971,1467,1288,2457,3.43,144,142,139
3416425,paper,1,2268,4032,794,1351,1525,2356,8.03,126,123,115
3416449,paper,1,2268,4032,810,1408,1430,2284,5.94,127,122,118
3416517,paper,1,2268,4032,737,1462,1481,2488,8.35,128,126,121
3416532,paper,1,2268,4032,802,1354,1541,2365,8.17,135,131,127
3416584,paper,1,2268,4032,791,1395,1519,2393,7.95,136,127,120
3417081,paper,1,2268,4032,822,1849,1326,2558,3.91,160,160,159
3417085,paper,1,2268,4032,847,1402,1480,2117,4.95,158,156,154
3417095,paper,1,2268,4032,709,1244,1493,2085,7.21,159,159,159
3417762,paper,1,2268,4032,844,1273,1320,2451,6.13,158,154,149
3418025,paper,1,2268,4032,970,1629,1273,2337,2.35,156,150,146
3418269,paper,1,2268,4032,835,1780,1269,2218,2.08,144,133,121
3418466,paper,1,2268,4032,756,1443,1537,2460,8.69,167,144,121
3418589,paper,1,2268,4032,822,1651,1462,2580,6.5,172,146,124
3418636,paper,1,2268,4032,813,1550,1503,2501,7.18,177,149,125
3418929,paper,1,2268,4032,904,1509,1364,2155,3.25,144,143,143
3419049,paper,1,2268,4032,926,1594,1418,2281,3.7,134,132,133
3419098,paper,1,2268,4032,891,1600,1364,2233,3.27,139,138,137
3419153,paper,1,2268,4032,904,1399,1370,2300,4.59,169,167,155
3419518,paper,1,2268,4032,878,1630,1471,2463,5.4,178,164,150
3419565,paper,1,2268,4032,778,1452,1452,2356,6.66,156,143,129
3419623,paper,1,2268,4032,800,1606,1455,2533,6.64,148,128,109
3419819,paper,1,2268,4032,788,1477,1528,2504,8.31,149,126,107
3419997,paper,1,2268,4032,803,1651,1547,2561,7.4,169,158,142
3420019,paper,1,2268,4032,775,1518,1499,2545,8.13,158,140,123
3420073,paper,1,2268,4032,835,1515,1468,2448,6.46,161,144,124
3420375,paper,1,2268,4032,773,1420,1496,2395,7.71,147,130,110
3420561,paper,1,2268,4032,985,1321,1329,2536,4.57,163,145,125
3420678,paper,1,2268,4032,772,1421,1556,2407,8.45,172,151,130
3420719,paper,1,2268,4032,869,1364,1487,2196,5.62,166,137,114
3422184,paper,1,2268,4032,773,1194,1597,2155,8.66,162,158,155
3422329,paper,1,2268,4032,737,1458,1496,2511,8.74,171,156,142
