imagePath,label,Shape_num,width,height,point1_x,point1_y,point2_x,point2_y
3411664,plastic,1,2250,4000,441,1565,1489,2185
3411688,plastic,1,2268,4032,702,1556,1616,2438
3411691,plastic,1,2250,4000,831,1353,1372,2409
3411712,plastic,1,2250,4000,822,1394,1375,2491
3411734,plastic,1,2268,4032,973,1669,1493,2038
3411739,plastic,1,2250,4000,610,1416,1549,2334
3411757,plastic,1,2250,4000,919,1339,1486,2360
3411774,plastic,1,2592,4608,1141,2236,1462,2833
3411795,plastic,1,4000,2250,1759,841,2369,1331
3411838,plastic,1,2250,4000,813,1662,1394,2350
3411857,plastic,1,2250,4000,434,1300,1663,2422
3411866,plastic,1,2250,4000,655,1195,1648,2632
3411889,plastic,1,4000,2250,1716,687,2259,1487
3411891,plastic,1,2268,4032,501,1367,1717,2640
3411910,plastic,1,2250,4000,728,1628,1422,2331
3411920,plastic,1,2268,4032,545,1345,1786,2545
3411945,plastic,1,2250,4000,934,1369,1641,2331
3412022,plastic,1,2322,4128,922,1870,1371,2274
3412032,plastic,1,2268,4032,901,1622,1271,2419
3412060,plastic,1,2268,4032,655,1537,1629,2344
3412065,plastic,1,2250,4000,631,1388,1594,2216
3412088,plastic,1,2250,4000,834,1350,1656,2603
3412110,plastic,1,2250,4000,666,1150,1837,2728
3412168,plastic,1,2250,4000,672,1575,1550,2337
3412220,plastic,1,2250,4000,694,1572,1487,2356
3412257,plastic,1,2250,4000,581,1647,1794,2316
3412293,plastic,1,2250,4000,656,1397,1741,2231
3412319,plastic,1,2250,4000,825,1103,1634,2756
3412327,plastic,1,2268,4032,1087,1172,1392,2003
3412331,plastic,1,2268,4032,832,1484,1405,2432
3412347,plastic,1,2268,4032,816,1663,1481,2485
3412349,plastic,1,2250,4000,819,1375,1672,2388
3412379,plastic,1,2322,4128,930,1482,1443,2490
3412403,plastic,1,2250,4000,838,1441,1578,2163
3412434,plastic,1,2250,4000,403,1644,1831,2219
3412454,plastic,1,2250,4000,897,1662,1647,2288
3412494,plastic,1,4000,2250,1638,400,2228,1866
3412516,plastic,1,2250,4000,327,1708,1859,2128
3412549,plastic,1,2250,4000,894,1384,1663,2372
3412583,plastic,1,2250,4000,725,1503,1656,2419
3412619,plastic,1,2250,4000,584,1812,1803,2297
3412621,plastic,1,2592,4608,983,1631,1487,3125
3412649,plastic,1,2250,4000,709,1528,1762,2394
3412657,plastic,1,2592,4608,1051,1950,1516,2887
3412675,plastic,1,2592,4608,1094,2092,1624,3168
3412703,plastic,1,2268,4032,1017,1726,1317,2485
3412709,plastic,1,2592,4608,1152,2142,1516,2902
3412715,plastic,1,2268,4032,1027,1710,1336,2482
3412722,plastic,1,2268,4032,876,1556,1480,2174
3412732,plastic,1,2268,4032,1021,1676,1329,2457
3412739,plastic,1,2250,4000,625,1616,1585,2219
3412751,plastic,1,2268,4032,1014,1666,1317,2432
3412761,plastic,1,4000,2250,1666,522,2744,1416
3412764,plastic,1,2268,4032,1033,1635,1339,2407
3412778,plastic,1,2250,4000,678,1481,1819,2597
3412810,plastic,1,2250,4000,781,1616,1656,2475
3412827,plastic,1,2250,4000,332,1775,1897,2091
3412845,plastic,1,2250,4000,534,1600,1984,2297
3412874,plastic,1,2250,4000,769,1463,1791,2353
3412894,plastic,1,2250,4000,472,1344,1809,2678
3412908,plastic,1,2250,4000,563,1503,1875,2397
3412930,plastic,1,2268,4032,989,1600,1304,2400
3412932,plastic,1,2250,4000,606,1459,1769,2366
3412936,plastic,1,2268,4032,1014,1569,1323,2350
3412947,plastic,1,2268,4032,1002,1644,1304,2413
3412952,plastic,1,2250,4000,619,1428,1831,2459
3412955,plastic,1,2268,4032,1017,1610,1320,2375
3412971,plastic,1,2268,4032,1027,1647,1339,2426
3412977,plastic,1,2268,4032,728,1446,1588,2551
3412979,plastic,1,2250,4000,772,1434,1734,2422
3413000,plastic,1,2250,4000,788,1491,1741,2313
3413030,plastic,1,2250,4000,512,1603,1944,2103
3413094,plastic,1,2250,4000,791,1687,1478,2378
3413130,plastic,1,2250,4000,781,1472,1734,2384
3413172,plastic,1,2250,4000,900,1519,1572,2281
3413192,plastic,1,2250,4000,403,1441,1809,2291
3413217,plastic,1,2250,4000,778,1263,1700,2506
3413264,plastic,1,2592,4608,1091,1814,1580,3107
3413294,plastic,1,2592,4608,976,1811,1577,3110
3413335,plastic,1,2592,4608,950,2174,1541,2657
3413344,plastic,1,2250,4000,547,1587,1903,2294
3413352,plastic,1,2268,4032,768,1518,1717,2466
3413359,plastic,1,2592,4608,1019,1858,1526,2923
3413409,plastic,1,2250,4000,722,1734,1678,2025
3413498,plastic,1,2272,4032,971,1370,1727,2136
3413543,plastic,1,2268,4032,1039,1808,1298,2353
3413580,plastic,1,2268,4032,951,1827,1235,2441
3413583,plastic,1,2272,4032,908,1717,1396,2202
3413603,plastic,1,2592,4608,1127,1955,1594,2940
3413624,plastic,1,2592,4608,1026,2088,1411,2920
3413629,plastic,1,2272,4032,952,1729,1437,2211
3413645,plastic,1,2268,4032,1065,1874,1263,2214
3413662,plastic,1,2592,4608,1040,2016,1710,2639
3413676,plastic,1,2268,4032,1005,1947,1247,2199
3413682,plastic,1,2592,4608,994,2153,1638,2891
3413708,plastic,1,2272,4032,684,1213,1778,2306
3413748,plastic,1,2268,4032,910,1310,1465,2646
3413757,plastic,1,2268,4032,860,1893,1254,2246
3413770,plastic,1,2268,4032,1043,1380,1134,2665
3413779,plastic,1,2250,4000,303,1584,2050,2284
3413802,plastic,1,2250,4000,444,1559,2113,2209
3413839,plastic,1,2268,4032,1084,1855,1194,2170
3413843,plastic,1,2250,4000,513,1075,1772,2716
3413908,plastic,1,2268,4032,1021,2063,1263,2526
3413932,plastic,1,2268,4032,1011,1912,1150,2224
3413935,plastic,1,2250,4000,709,1675,1863,2084
3413957,plastic,1,2268,4032,948,1915,1197,2169
3413977,plastic,1,2268,4032,961,1575,1310,2482
3414022,plastic,1,2604,4624,961,1904,1452,2518
3414051,plastic,1,2268,4032,999,2063,1194,2293
3414060,plastic,1,2250,4000,931,1203,1681,2428
3414093,plastic,1,2272,4032,485,961,1594,2507
3414114,plastic,1,2268,4032,904,1799,1222,1988
3414138,plastic,1,2268,4032,1039,1871,1279,2218
3414212,plastic,1,2592,4608,1062,2027,1915,2761
3414218,plastic,1,2250,4000,962,1459,1673,2306
3414272,plastic,1,2250,4000,931,1553,1694,2397
3414288,plastic,1,2268,4032,954,1855,1172,2101
3414295,plastic,1,2268,4032,1046,1446,1279,2435
3414304,plastic,1,2592,4608,1235,1894,1534,3146
3414315,plastic,1,2268,4032,932,1858,1184,1953
3414327,plastic,1,2592,4608,1195,2182,1620,3092
3414341,plastic,1,4000,2250,1728,284,2166,1884
3414343,plastic,1,2592,4608,1192,2203,1570,2977
3414380,plastic,1,1440,2560,626,1166,810,1394
3414396,plastic,1,2604,4624,1087,1994,1542,2370
3414436,plastic,1,2268,4032,882,2073,1216,2202
3414456,plastic,1,2268,4032,857,1890,1336,2123
3414470,plastic,1,2268,4032,951,1922,1251,2085
3414486,plastic,1,2268,4032,1058,2007,1147,2079
3414503,plastic,1,2268,4032,929,1931,1161,2076
3414532,plastic,1,2268,4032,1046,1978,1134,2145
3414534,plastic,1,2268,4032,684,1726,1430,2479
3414550,plastic,1,2592,4608,821,2038,1926,2718
3414553,plastic,1,2268,4032,1027,1893,1197,2029
3414570,plastic,1,2592,4608,1292,2063,1454,2777
3414578,plastic,1,2268,4032,1014,2003,1225,2142
3414587,plastic,1,2592,4608,1141,2124,1573,2745
3414588,plastic,1,2268,4032,942,1692,1351,2016
3414602,plastic,1,2592,4608,972,1976,1786,2704
3414617,plastic,1,2268,4032,879,1670,1351,2110
3414618,plastic,1,2592,4608,900,1681,1634,3105
3414654,plastic,1,2268,4032,879,1767,1399,2196
3414683,plastic,1,2250,4000,856,1350,1638,2456
3414710,plastic,1,2268,4032,501,1619,1562,2627
3414727,plastic,1,2268,4032,964,1673,1351,2123
3414731,plastic,1,2268,4032,891,1777,1273,2158
3414737,plastic,1,2268,4032,901,1597,1364,2051
3414746,plastic,1,3184,5664,1349,2500,1879,3186
3414750,plastic,1,2268,4032,939,1808,1443,2429
3414768,plastic,1,4608,2592,1688,1105,2660,1494
3414772,plastic,1,2268,4032,939,1606,1317,2114
3414780,plastic,1,2250,4000,300,1522,1987,2528
3414785,plastic,1,3184,5664,1265,2407,1884,3274
3414788,plastic,1,2592,4608,1120,1807,1426,2912
3414804,plastic,1,2268,4032,980,1839,1235,2252
3414829,plastic,1,2268,4032,891,1745,1392,2334
3414841,plastic,1,2250,4000,538,1216,1716,2669
3414846,plastic,1,2268,4032,879,1745,1244,2312
3414862,plastic,1,2268,4032,904,1736,1295,2246
3414883,plastic,1,4000,2250,913,741,3100,1166
3414907,plastic,1,2268,4032,800,1619,1534,2413
3414920,plastic,1,2268,4032,929,1881,1395,2334
3414924,plastic,1,2268,4032,876,1755,1484,2523
3414963,plastic,1,2250,4000,666,1553,1625,2512
3414964,plastic,1,2268,4032,869,1811,1392,2325
3414973,plastic,1,2268,4032,680,1637,1618,2466
3415005,plastic,1,2250,4000,825,1391,1866,2534
3415006,plastic,1,2592,4608,986,1602,1778,2934
3415010,plastic,1,2268,4032,951,1710,1197,2274
3415025,plastic,1,2268,4032,937,1612,1364,2523
3415050,plastic,1,2268,4032,394,1269,1912,2769
3415056,plastic,1,2268,4032,891,1641,1219,2410
3415070,plastic,1,4000,2250,1629,727,2561,1372
3415076,plastic,1,2268,4032,1093,1683,1370,2347
3415123,plastic,1,3184,5664,902,2381,2282,3283
3415125,plastic,1,2250,4000,403,1641,1912,2288
3415156,plastic,1,3184,5664,1163,1885,2070,3230
3415190,plastic,1,2250,4000,719,1522,1766,2581
3415211,plastic,1,2272,4032,930,1780,1257,2136
3415240,plastic,1,3184,5664,1132,2177,2003,3487
3415321,plastic,1,2250,4000,481,1141,2009,2731
3415322,plastic,1,2268,4032,992,1663,1361,2451
3415339,plastic,1,2268,4032,914,1726,1474,2438
3415351,plastic,1,4160,2340,1950,731,2324,1586
3415356,plastic,1,2268,4032,986,1616,1317,2246
3415398,plastic,1,2268,4032,945,1824,1288,2173
3415413,plastic,1,2268,4032,945,1906,1417,2381
3415414,plastic,1,2268,4032,904,1773,1364,2277
3415418,plastic,1,4032,2272,1707,545,2123,1421
3415423,plastic,1,2250,4000,534,1262,1887,2684
3415439,plastic,1,2268,4032,708,1707,1503,2236
3415456,plastic,1,2268,4032,810,1632,1468,2498
3415459,plastic,1,2268,4032,630,1607,1597,2293
3415486,plastic,1,2272,4032,1037,1833,1301,2101
3415525,plastic,1,2268,4032,936,1468,1310,2630
3415537,plastic,1,2268,4032,936,1462,1273,2507
3415545,plastic,1,2268,4032,970,1446,1307,2485
3415550,plastic,1,2268,4032,970,1468,1304,2511
3415557,plastic,1,2268,4032,954,1462,1298,2504
3415572,plastic,1,4032,2272,1720,1021,2567,1434
3415579,plastic,1,2268,4032,995,1465,1377,2476
3415590,plastic,1,2268,4032,967,1427,1355,2441
3415593,plastic,1,2268,4032,787,1682,1512,2378
3415600,plastic,1,2268,4032,923,1405,1326,2435
3415601,plastic,1,2268,4032,948,1452,1336,2466
3415616,plastic,1,2268,4032,961,1503,1351,2536
3415626,plastic,1,2268,4032,932,1525,1320,2548
3415647,plastic,1,4032,2272,1814,1179,2060,1468
3415653,plastic,1,2268,4032,816,1521,1342,2293
3415664,plastic,1,2268,4032,866,1553,1336,2432
3415674,plastic,1,2268,4032,838,1638,1449,2252
3415676,plastic,1,2268,4032,1043,1862,1314,2448
3415706,plastic,1,2272,4032,870,1005,1409,2706
3415719,plastic,1,2268,4032,874,1744,1301,2432
3415750,plastic,1,2272,4032,1220,1855,1396,2038
3415761,plastic,1,2268,4032,958,1830,1361,2416
3415793,plastic,1,2268,4032,926,1701,1506,2583
3415820,plastic,1,2250,4000,225,1363,1934,2603
3415826,plastic,1,2268,4032,936,1947,1427,2426
3415841,plastic,1,2272,4032,867,1953,1519,2293
3415920,plastic,1,2268,4032,1052,1364,1399,2385
3415983,plastic,1,3184,5664,1322,2593,1941,3145
3416043,plastic,1,2272,4032,583,888,1648,2684
3416113,plastic,1,2592,4608,922,2071,1555,2876
3416118,plastic,1,3184,5664,1477,2350,1893,3527
3416136,plastic,1,2592,4608,965,2020,1410,3168
3416155,plastic,1,2592,4608,1314,2124,1498,2772
3416267,plastic,1,2272,4032,709,1232,1739,2268
3416300,plastic,1,2272,4032,759,1544,1535,2388
3416329,plastic,1,2268,4032,917,1836,1408,2328
3416352,plastic,1,2604,4624,1083,1897,1788,2774
3416393,plastic,1,2604,4624,1214,2056,1549,2261
3416403,plastic,1,2272,4032,1005,1814,1330,2123
3416408,plastic,1,2268,4032,822,1446,1455,2788
3416469,plastic,1,4032,2272,1603,722,2354,1315
3416536,plastic,1,2250,4000,844,1591,1347,2256
3416544,plastic,1,2272,4032,548,1336,1629,2290
3416552,plastic,1,2268,4032,961,1606,1389,2375
3416554,plastic,1,2268,4032,876,1616,1286,2394
3416636,plastic,1,2272,4032,1008,1348,1453,2403
3416928,plastic,1,2268,4032,756,1436,1487,2180
3416960,plastic,1,2250,4000,412,1213,2119,2391
3417004,plastic,1,2268,4032,891,1714,1473,2295
3417009,plastic,1,2592,4608,893,1402,1709,3341
3417017,plastic,1,2268,4032,853,1792,1449,2388
3417026,plastic,1,4032,2268,1707,378,2151,1803
3417030,plastic,1,2268,4032,891,1603,1520,2357
3417033,plastic,1,2268,4032,885,1773,1458,2353
3417043,plastic,1,2268,4032,879,1814,1449,2388
3417059,plastic,1,2268,4032,873,1849,1427,2407
3417106,plastic,1,2592,4608,835,1642,1570,3287
3417113,plastic,1,2592,4608,1166,2063,1656,2948
3417262,plastic,1,2250,4000,878,1344,1428,2638
3417285,plastic,1,2250,4000,494,1266,1755,2537
3417293,plastic,1,2592,4608,1001,1627,1638,2994
3417296,plastic,1,2272,4032,548,1477,1689,2016
3417318,plastic,1,2592,4608,1159,1926,1606,2902
3417333,plastic,1,2250,4000,498,1669,1995,2291
3417347,plastic,1,2592,4608,1170,2016,1530,2660
3417368,plastic,1,2592,4608,1130,2023,1721,2869
3417548,plastic,1,2272,4032,955,1515,1356,2668
3417549,plastic,1,2592,4608,1141,2045,1523,2743
3417555,plastic,1,2268,4032,1099,1792,1216,2107
3417573,plastic,1,2592,4608,1156,1976,1580,3064
3417586,plastic,1,2250,4000,341,833,1800,3009
3417588,plastic,1,2272,4032,989,1370,1462,2552
3417609,plastic,1,2592,4608,1015,1962,1584,3128
3417707,plastic,1,2272,4032,744,1443,1522,2331
3417782,plastic,1,2250,4000,122,1156,1950,2550
3417853,plastic,1,2272,4032,816,1796,1554,2504
3417870,plastic,1,2272,4032,1005,1619,1429,1745
3417900,plastic,1,2272,4032,870,1758,1702,2268
3417995,plastic,1,2272,4032,812,1318,1572,2785
3418016,plastic,1,2268,4032,939,1682,1399,2133
3418181,plastic,1,2592,4608,918,1933,1764,2948
3418201,plastic,1,2592,4608,799,2383,2045,2920
3418202,plastic,1,2268,4032,819,1487,1326,2454
3418218,plastic,1,2268,4032,932,1714,1320,2463
3418229,plastic,1,2592,4608,1001,2156,1706,2408
3418299,plastic,1,2250,4000,447,1056,1684,2525
3418333,plastic,1,2268,4032,983,1458,1336,2407
3418382,plastic,1,2268,4032,1074,1818,1307,2391
3418401,plastic,1,4624,2604,1933,1065,2745,1669
3418414,plastic,1,1836,3264,564,1239,1206,2004
3418419,plastic,1,2268,4032,910,1572,1373,2438
3418435,plastic,1,2250,4000,438,1219,2016,2791
3418461,plastic,1,2268,4032,961,1714,1225,2397
3418576,plastic,1,2250,4000,712,1169,1569,2947
3418588,plastic,1,1836,3264,507,1173,1293,1964
3418591,plastic,1,2268,4032,662,1367,1654,2643
3418606,plastic,1,2268,4032,664,1395,1658,2674
3418616,plastic,1,1836,3264,546,1201,1272,1920
3418644,plastic,1,1836,3264,548,1170,1262,2048
3418662,plastic,1,2268,4032,1011,1676,1399,2498
3418668,plastic,1,1836,3264,474,1290,1283,2101
3418670,plastic,1,2272,4032,681,1320,1336,2501
3418675,plastic,1,2272,4032,911,1698,1692,2432
3418689,plastic,1,1836,3264,663,1464,1224,1974
3418704,plastic,1,1836,3264,658,1438,1224,1849
3418722,plastic,1,4000,2250,1534,569,2503,1612
3418737,plastic,1,2604,4624,1015,1990,1524,2644
3418744,plastic,1,2250,4000,519,1234,1847,2859
3418803,plastic,1,2250,4000,275,1516,2047,2281
3418831,plastic,1,4032,2268,2353,788,2778,1244
3418838,plastic,1,2272,4032,958,1578,1368,2419
3418844,plastic,1,2268,4032,1206,1591,1411,1799
3418853,plastic,1,2604,4624,979,2131,1712,2431
3418869,plastic,1,2268,4032,891,1632,1449,2170
3418944,plastic,1,1836,3264,762,1127,1109,1986
3419006,plastic,1,2848,1602,1293,668,1522,848
3419084,plastic,1,2268,4032,850,1351,1477,1852
3419089,plastic,1,2848,1602,1179,696,1500,946
3419137,plastic,1,2268,4032,1005,1814,1285,2076
3419165,plastic,1,2268,4032,895,1600,1156,1808
3419185,plastic,1,1836,3264,622,1125,1247,2043
3419191,plastic,1,2268,4032,964,1956,1440,2448
3419212,plastic,1,2268,4032,954,1887,1115,2120
3419233,plastic,1,1836,3264,673,1234,1168,1997
3419249,plastic,1,2268,4032,893,1853,1252,1988
3419266,plastic,1,1836,3264,704,1051,1066,1921
3419289,plastic,1,1836,3264,737,1109,1094,1805
3419342,plastic,1,2848,1602,1064,550,1653,1102
3419387,plastic,1,2592,4608,994,1422,1547,3097
3419393,plastic,1,2268,4032,896,1894,1421,2422
3419436,plastic,1,4608,2592,1240,733,3309,1686
3419515,plastic,1,1836,3264,744,1229,1207,1936
3419516,plastic,1,2848,1602,1239,659,1513,932
3419541,plastic,1,2268,4032,945,1354,1225,1783
3419562,plastic,1,1836,3264,604,1327,1211,1910
3419584,plastic,1,2268,4032,958,1789,1370,2196
3419590,plastic,1,1836,3264,714,1334,1079,2055
3419616,plastic,1,2268,4032,854,1745,1477,2372
3419631,plastic,1,4032,2268,2394,1011,2539,1143
3419639,plastic,1,2268,4032,958,1915,1364,2136
3419642,plastic,1,1836,3264,505,1474,1245,1793
3419657,plastic,1,2268,4032,926,1559,1112,1818
3419662,plastic,1,4608,2592,1354,760,2941,1656
3419681,plastic,1,2268,4032,964,1922,1310,2381
3419699,plastic,1,2268,4032,923,2129,1449,2473
3419717,plastic,1,1836,3264,717,1252,1122,1969
3419752,plastic,1,1836,3264,724,1201,1079,1892
3419760,plastic,1,2268,4032,923,1742,1386,2485
3419783,plastic,1,1836,3264,620,1191,1214,1966
3419806,plastic,1,2268,4032,863,1825,1414,2331
3419809,plastic,1,3184,5664,1251,2220,2053,3417
3419842,plastic,1,2268,4032,1014,1701,1244,2158
3419864,plastic,1,2268,4032,885,1940,1339,2344
3419955,plastic,1,2268,4032,917,1477,1225,2293
3419971,plastic,1,4608,2592,1897,689,2742,1681
3420000,plastic,1,2268,4032,936,1292,1285,2227
3420051,plastic,1,2268,4032,816,1521,1184,2303
3420053,plastic,1,2268,4032,1011,1688,1528,2340
3420056,plastic,1,2268,4032,976,2003,1370,2416
3420069,plastic,1,1836,3264,535,1306,1331,1989
3420087,plastic,1,1836,3264,584,1272,1229,1892
3420119,plastic,1,4032,2268,1950,1005,2441,1295
3420143,plastic,1,2268,4032,920,1767,1421,2567
3420191,plastic,1,2268,4032,746,1613,1360,2155
3420245,plastic,1,2268,4032,989,2199,1203,2419
3420272,plastic,1,2268,4032,885,1893,1433,2479
3420279,plastic,1,2268,4032,986,1408,1354,1962
3420373,plastic,1,2268,4032,1014,1748,1304,2035
3420416,plastic,1,4032,2268,1962,920,2482,1181
3420417,plastic,1,2268,4032,740,1710,1575,2466
3420420,plastic,1,2268,4032,904,1512,1534,2340
3420430,plastic,1,2268,4032,983,1700,1345,2485
3420458,plastic,1,2268,4032,806,1320,1465,2385
3420515,plastic,1,2268,4032,802,1848,1317,2146
3420537,plastic,1,2268,4032,644,1298,1521,2331
3420542,plastic,1,2268,4032,646,1670,1641,2170
