imagePath,label,Shape_num,width,height,point1_x,point1_y,point2_x,point2_y
3405788,paper,1,2268,4032,734,1533,1514,2523
3405797,vinyl,1,1836,3264,740,1104,1254,1952
3405814,paper,1,2268,4032,696,1288,1673,2525
3405817,plastic,1,2268,4032,863,1833,1424,2492
3405822,paper,1,2620,4656,1042,2019,1742,2965
3405844,plastic,1,2268,4032,954,1537,1161,2197
3405846,paper,1,2268,4032,801,1111,1402,2676
3405850,paper,1,2268,4032,775,1557,1481,2528
3405855,paper,1,2268,4032,638,1108,1879,2724
3405871,paper,1,2268,4032,806,1458,1575,2485
3405873,pet,1,2268,4032,917,1377,1285,2605
3405881,glass,1,2268,4032,850,1550,1495,2550
3405888,pet,1,2268,4032,951,1412,1313,2637
3405896,plastic,1,2268,4032,967,1644,1339,2101
3405899,plastic,1,2268,4032,816,1370,1503,2366
3405901,pet,1,2268,4032,948,1435,1295,2606
3405908,paper,1,2268,4032,804,1578,1537,2507
3405910,paper,1,4032,2268,1367,661,2444,1446
3405922,pet,1,2268,4032,932,1443,1269,2566
3405923,paper,1,2268,4032,967,1603,1335,2374
3405924,pack,1,4032,2268,1326,749,2477,1497
3405925,paper,1,1836,3264,515,1456,1344,1976
3405933,can,1,2250,4000,928,1481,1209,1906
3405937,pet,1,2268,4032,945,1410,1291,2551
3405940,paper,1,2268,4032,658,1188,1799,2775
3405948,paper,1,2268,4032,592,1065,1781,2654
3405956,paper,1,2268,4032,658,1548,1490,2641
3405960,paper,1,2268,4032,701,1254,1525,2393
3405964,glass,1,2268,4032,879,1414,1415,2629
3405971,paper,1,1836,3264,546,898,1384,2082
3405979,paper,1,2268,4032,540,1178,1797,2319
3405987,paper,1,2268,4032,764,1524,1513,2517
3405994,plastic,1,2250,4000,971,1715,1207,2231
3405996,plastic,1,2250,4000,1019,1688,1349,2311
3405997,can,1,2250,4000,1000,1516,1228,1969
3406013,paper,1,4032,2268,1055,293,2455,1712
3406016,paper,1,1836,3264,739,1428,1158,1793
3406017,plastic,1,2268,4032,841,1698,1430,2331
3406032,vinyl,1,2268,4032,763,1624,1580,2447
3406037,glass,1,2268,4032,841,1449,1439,2523
3406039,paper,1,2268,4032,776,1514,1561,2457
3406047,paper,1,2268,4032,762,1547,1531,2512
3406061,paper,1,2268,4032,582,1002,1641,2447
3406071,can,1,2268,4032,980,1666,1260,2419
3406087,paper,1,2268,4032,766,1484,1609,2537
3406095,vinyl,1,2268,4032,773,1384,1514,2329
3406099,pack,1,2268,4032,888,1389,1383,2637
3406103,vinyl,1,2250,4000,891,1419,1375,2559
3406110,paper,1,2268,4032,759,1515,1484,2473
3406117,vinyl,1,2268,4032,828,1673,1399,2394
3406125,paper,1,2268,4032,1121,1823,1394,2311
3406133,vinyl,1,2268,4032,851,1559,1465,2334
3406135,paper,1,2268,4032,753,1575,1506,2572
3406138,paper,1,2620,4656,877,1873,1877,2625
3406166,paper,1,2268,4032,745,1541,1507,2536
3406178,pack,1,2268,4032,1005,1629,1304,2262
3406188,plastic,1,2268,4032,898,1632,1402,2296
3406200,can,1,2268,4032,1017,1619,1279,2403
3406202,vinyl,1,2250,4000,764,1380,1538,2278
3406211,vinyl,1,2268,4032,838,1529,1438,2342
3406213,can,1,2268,4032,961,1795,1263,2526
3406229,vinyl,1,2268,4032,842,1626,1366,2339
3406238,paper,1,2268,4032,745,1322,1611,2932
3406248,pack,1,2268,4032,923,1833,1307,2429
3406251,vinyl,1,2268,4032,906,1735,1418,2425
3406254,paper,1,2268,4032,806,1559,1498,2469
3406262,can,1,2268,4032,1049,1540,1384,2406
3406270,can,1,2268,4032,946,1367,1299,2296
3406272,vinyl,1,2268,4032,889,1565,1417,2272
3406277,paper,1,2268,4032,792,1554,1532,2584
3406279,paper,1,2250,4000,560,1233,1471,2481
3406282,paper,1,2272,4032,681,1723,1669,2429
3406300,vinyl,1,2250,4000,697,1550,1625,2388
3406306,paper,1,2268,4032,755,1066,1636,2386
3406311,can,1,2268,4032,1002,1783,1266,2542
3406318,plastic,1,2268,4032,743,1881,1553,2457
3406322,pack,1,2620,4656,1143,1797,1525,3005
3406331,can,1,2268,4032,1063,1634,1404,2204
3406335,paper,1,2272,4032,859,1537,1418,2355
3406341,vinyl,1,2250,4000,866,1603,1503,2334
3406346,pet,1,1836,3264,579,1367,1306,1925
3406353,pack,1,2268,4032,923,1399,1302,2588
3406357,paper,1,2268,4032,772,1545,1504,2541
3406360,paper,1,2268,4032,609,1490,1792,2659
3406384,pack,1,2268,4032,908,1749,1308,2177
3406389,paper,1,2268,4032,743,1515,1503,2580
3406392,paper,1,2268,4032,733,1249,1558,2440
3406421,vinyl,1,2250,4000,841,1500,1559,2353
3406425,vinyl,1,2268,4032,488,1534,1682,2400
3406445,plastic,1,2268,4032,825,1761,1405,2337
3406451,vinyl,1,2268,4032,769,1695,1430,2007
3406459,paper,1,2272,4032,863,1622,1395,2675
3406461,paper,1,2268,4032,792,1525,1509,2493
3406491,paper,1,2268,4032,764,1673,1530,2400
3406500,vinyl,1,2268,4032,680,1447,1636,2626
3406503,vinyl,1,2268,4032,813,1594,1462,2441
3406504,paper,1,2268,4032,888,1477,1471,2397
3406522,paper,1,2268,4032,803,1619,1480,2536
3406546,paper,1,2268,4032,804,1020,1659,2362
3406559,plastic,1,4032,2268,1647,847,2448,1654
3406562,paper,1,2250,4000,556,1263,1428,2578
3406575,pet,1,2268,4032,1039,1676,1288,2558
3406594,plastic,1,2268,4032,847,1654,1528,2331
3406599,paper,1,2268,4032,416,1493,1827,2679
3406620,paper,1,2268,4032,456,1480,1769,2601
3406625,vinyl,1,2250,4000,816,1766,1522,2347
3406637,paper,1,2268,4032,487,1501,1832,2641
3406642,paper,1,2272,4032,775,1477,1475,2407
3406650,plastic,1,2268,4032,910,1537,1468,2255
3406653,paper,1,2268,4032,565,1601,1763,2582
3406654,paper,1,1836,3264,601,1217,1209,1877
3406660,pet,1,2268,4032,945,1462,1260,2501
3406667,paper,1,2268,4032,602,1591,1753,2577
3406681,pack,1,2268,4032,816,1780,1436,2259
3406687,plastic,1,2268,4032,879,1594,1490,2378
3406688,can,1,2268,4032,838,1723,1402,2287
3406715,pack,1,2268,4032,885,1833,1301,2281
3406717,glass,1,2610,4640,1051,1773,1678,2759
3406718,paper,1,2268,4032,945,1622,1326,2214
3406719,paper,1,2272,4032,962,1495,1471,2303
3406720,pack,1,2268,4032,866,1512,1342,2019
3406731,paper,1,2268,4032,942,1758,1307,2337
3406740,can,1,2268,4032,770,1418,1466,2451
3406743,paper,1,2268,4032,951,1710,1310,2281
3406756,paper,1,2268,4032,958,1603,1304,2148
3406773,paper,1,2268,4032,983,1695,1332,2232
3406790,pack,1,2268,4032,895,1610,1288,2000
3406804,pet,1,2268,4032,973,1613,1339,2470
3406807,paper,1,2272,4032,984,1561,1452,2277
3406816,paper,1,2250,4000,762,1784,1449,2344
3406818,paper,1,2272,4032,993,1600,1216,2108
3406833,plastic,1,2268,4032,633,1285,1786,2435
3406850,paper,1,2268,4032,838,1775,1433,2476
3406853,can,1,2268,4032,885,1981,1386,2296
3406867,paper,1,2272,4032,1049,1458,1323,2177
3406869,glass,1,2610,4640,1236,2016,1573,2856
3406915,glass,1,2268,4032,966,1327,1397,2707
3406918,can,1,2268,4032,1027,1584,1266,2470
3406920,can,1,2268,4032,832,1947,1351,2255
3406921,vinyl,1,2250,4000,841,1625,1463,2275
3406936,can,1,2268,4032,869,766,1369,2680
3406948,can,1,2268,4032,976,1526,1228,2432
3406949,paper,1,2250,4000,700,1578,1616,2306
3406966,paper,1,2268,4032,721,1220,1489,2217
3406986,vinyl,1,2268,4032,699,1521,1661,2138
3406992,paper,1,2268,4032,753,1487,1531,2509
3406995,can,1,2610,4640,1147,1694,1644,2571
3407003,paper,1,2268,4032,637,1315,1596,2562
3407012,vinyl,1,4032,2268,1814,866,2356,1298
3407016,paper,1,2268,4032,674,1436,1553,2574
3407018,plastic,1,2268,4032,835,1956,1443,2340
3407020,can,1,2268,4032,841,844,1355,2668
3407023,paper,1,2268,4032,789,1033,1577,2098
3407024,can,1,2250,4000,1056,1569,1281,2344
3407041,paper,1,2268,4032,687,1266,1616,2470
3407047,can,1,2268,4032,849,810,1378,2686
3407053,paper,1,2268,4032,661,1465,1549,2617
3407067,paper,1,2268,4032,754,1505,1403,2408
3407070,vinyl,1,2268,4032,715,1418,1584,2591
3407071,pet,1,2268,4032,927,1127,1362,2548
3407073,can,1,2268,4032,958,1452,1428,2532
3407076,glass,1,2268,4032,1027,1314,1301,2172
3407085,can,1,2268,4032,873,907,1421,2751
3407088,paper,1,2268,4032,570,1663,1597,2403
3407089,can,1,2252,4000,1012,1378,1243,2094
3407090,paper,1,2268,4032,718,1386,1597,2526
3407093,vinyl,1,2268,4032,784,1682,1443,2265
3407094,vinyl,1,2268,4032,810,1386,1878,2438
3407100,paper,1,2268,4032,513,1632,1642,2463
3407104,can,1,2268,4032,838,870,1398,2710
3407105,paper,1,2268,4032,717,1288,1495,2274
3407133,paper,1,2268,4032,690,1399,1479,2484
3407135,paper,1,2268,4032,624,1430,1701,2788
3407147,can,1,2268,4032,791,1080,1468,2668
3407157,paper,1,4032,2268,1597,644,2363,1650
3407162,paper,1,2268,4032,898,1358,1698,2435
3407165,paper,1,2268,4032,696,1408,1714,2684
3407167,pet,1,2272,4032,983,1487,1440,2466
3407168,pack,1,2268,4032,1021,1517,1381,2430
3407176,paper,1,2268,4032,677,1304,1745,2655
3407183,pack,1,2268,4032,1021,1572,1342,2381
3407192,pet,1,2268,4032,1162,1547,1433,2284
3407200,paper,1,2268,4032,810,1348,1458,2303
3407206,pack,1,2268,4032,972,1640,1264,2368
3407213,can,1,1836,3264,765,1170,1122,1932
3407222,pack,1,2268,4032,995,1638,1283,2374
3407237,plastic,1,2268,4032,1002,1632,1298,2325
3407238,pack,1,2268,4032,990,1670,1272,2392
3407244,paper,1,2268,4032,693,1238,1421,2236
3407251,plastic,1,2268,4032,920,1966,1421,2400
3407260,paper,1,2250,4000,513,978,1609,2494
3407263,can,1,1440,2560,644,976,770,1436
3407265,vinyl,1,2272,4032,942,1544,1413,2332
3407270,can,1,2268,4032,902,1462,1347,2543
3407280,paper,1,2268,4032,731,1307,1790,2777
3407287,vinyl,1,2268,4032,589,1477,1685,2457
3407296,paper,1,2268,4032,850,1477,1599,2526
3407297,paper,1,2268,4032,680,1068,1833,2659
3407304,pack,1,2268,4032,898,1745,1332,2287
3407327,paper,1,2268,4032,668,1443,1662,2797
3407342,vinyl,1,1440,2560,650,806,830,1652
3407346,paper,1,2268,4032,844,1389,1729,2600
3407362,paper,1,2268,4032,810,1525,1644,2668
3407369,pet,1,2268,4032,949,1068,1424,2651
3407372,paper,1,2268,4032,762,1427,1588,2536
3407377,pet,1,4032,2268,1657,948,2504,1222
3407395,pet,1,2268,4032,674,1934,1652,2247
3407416,paper,1,2268,4032,788,1162,1447,2044
3407419,can,1,2268,4032,819,1707,1424,2403
3407424,glass,1,2268,4032,1021,1506,1405,2174
3407427,pack,1,2268,4032,1068,1518,1411,2429
3407440,pack,1,2268,4032,1069,1384,1432,2316
3407453,can,1,1836,3264,706,1150,1221,1920
3407460,pack,1,2268,4032,1011,1503,1372,2407
3407468,can,1,2268,4032,1062,1468,1499,2473
3407473,pack,1,2268,4032,1045,1451,1411,2387
3407485,can,1,1836,3264,687,1244,1189,2116
3407488,pack,1,2268,4032,980,1704,1487,2451
3407489,paper,1,2268,4032,621,1600,1742,2356
3407490,vinyl,1,4032,2268,1310,898,2444,1566
3407492,pack,1,2268,4032,998,1465,1362,2366
3407498,plastic,1,2268,4032,472,1424,1818,2731
3407506,can,1,4032,2268,1440,857,2567,1370
3407507,can,1,2252,4000,1000,1609,1218,2309
3407519,plastic,1,2268,4032,485,1228,1767,2504
3407535,can,1,2268,4032,885,1386,1373,2687
3407539,plastic,1,2268,4032,472,1282,1855,2614
3407540,paper,1,2268,4032,671,1506,1720,2693
3407552,vinyl,1,2268,4032,822,1418,1575,2592
3407554,plastic,1,2268,4032,504,1279,1802,2552
3407558,vinyl,1,1440,2560,534,898,1054,1700
3407559,pack,1,2268,4032,913,1509,1518,2413
3407560,paper,1,2268,4032,583,1550,1758,2429
3407562,can,1,2268,4032,1040,1732,1285,2240
3407570,can,1,2268,4032,863,1389,1329,2580
3407574,plastic,1,2268,4032,469,1203,1761,2466
3407587,paper,1,2268,4032,665,1282,1455,2419
3407588,vinyl,1,2268,4032,622,1569,1664,2439
3407602,vinyl,1,4032,2268,1723,838,2583,1518
3407605,can,1,2268,4032,939,1364,1421,2630
3407609,vinyl,1,2268,4032,923,1080,1610,2240
3407612,paper,1,2268,4032,688,960,1600,2136
3407629,plastic,1,1836,3264,617,1298,1377,2114
3407631,paper,1,2268,4032,595,1093,1789,2700
3407642,plastic,1,2268,4032,665,1597,1553,2419
3407645,vinyl,1,2268,4032,926,1717,1528,2457
3407652,plastic,1,1836,3264,732,1341,1160,1844
3407672,plastic,1,2620,4656,1146,1921,1532,2608
3407676,glass,1,2268,4032,964,1874,1361,2410
3407679,paper,1,2268,4032,545,1591,1544,2300
3407684,pack,1,2268,4032,967,1887,1399,2325
3407709,pack,1,2268,4032,888,1739,1295,2098
3407713,vinyl,1,1836,3264,478,1196,1444,2085
3407715,pack,1,2268,4032,693,1655,1676,2150
3407717,paper,1,2268,4032,973,1125,1449,1748
3407724,pack,1,2268,4032,1049,1336,1358,2252
3407743,paper,1,2268,4032,608,1619,1641,2391
3407754,paper,1,2250,4000,625,1512,1688,2309
3407777,pet,1,2252,4000,975,1406,1427,2337
3407785,can,1,2268,4032,907,1440,1329,2621
3407792,plastic,1,2268,4032,1017,1755,1320,2385
3407814,vinyl,1,2268,4032,860,1871,1417,2240
3407815,paper,1,2268,4032,882,1033,1616,2120
3407826,paper,1,2272,4032,901,1638,1450,2441
3407829,paper,1,2268,4032,926,1203,1714,2306
3407833,pet,1,2268,4032,942,1351,1304,2520
3407842,plastic,1,2268,4032,989,1468,1276,2315
3407843,vinyl,1,2268,4032,1002,1707,1377,2552
3407849,plastic,1,2268,4032,520,1575,1846,2385
3407851,pet,1,2268,4032,986,1496,1269,2416
3407868,plastic,1,2268,4032,504,1446,1874,2277
3407869,paper,1,2268,4032,803,1751,1301,2482
3407876,pack,1,2268,4032,1021,1884,1273,2363
3407880,vinyl,1,2268,4032,953,1560,1348,2413
3407882,plastic,1,2268,4032,466,1399,1840,2233
3407884,plastic,1,2268,4032,920,1566,1288,2290
3407885,pack,1,2268,4032,885,1751,1295,2221
3407894,paper,1,2268,4032,835,1137,1487,2041
3407901,plastic,1,2268,4032,501,1411,1868,2249
3407904,pet,1,2268,4032,1008,1512,1304,2454
3407914,plastic,1,2268,4032,504,1427,1877,2274
3407922,paper,1,4032,2268,2098,772,3008,1402
3407934,vinyl,1,2268,4032,939,1761,1364,2274
3407944,pack,1,2268,4032,863,1436,1395,2586
3407953,can,1,2268,4032,923,1613,1367,2514
3407967,paper,1,2268,4032,709,1638,1616,2299
3407968,paper,1,2268,4032,794,1915,1556,2901
3407983,vinyl,1,2268,4032,841,1786,1326,2340
3407984,paper,1,2268,4032,750,1666,1537,2649
3408010,paper,1,2268,4032,617,1591,1629,2362
3408015,pet,1,2252,4000,909,1272,1390,2156
3408029,can,1,2268,4032,958,1351,1427,2677
3408035,plastic,1,2268,4032,876,1584,1480,2570
3408039,vinyl,1,2268,4032,954,1704,1411,2344
3408041,paper,1,2268,4032,422,1194,1726,2438
3408065,paper,1,2268,4032,533,1377,1773,2429
3408070,paper,1,1440,2560,452,896,949,1722
3408077,paper,1,2268,4032,813,895,1577,2805
3408087,paper,1,4032,2268,1351,690,2529,1578
3408093,plastic,1,4032,2272,1651,870,2300,1346
3408097,paper,1,2268,4032,662,1591,1632,2312
3408100,paper,1,2268,4032,762,1493,1540,2599
3408106,vinyl,1,2592,4608,803,1357,1861,2668
3408110,vinyl,1,2268,4032,895,1364,1443,2353
3408129,pet,1,2268,4032,1024,1411,1323,2381
3408132,paper,1,1440,2560,483,911,998,1598
3408135,paper,1,2268,4032,652,1449,1638,2372
3408142,pet,1,2268,4032,1008,1610,1282,2501
3408151,paper,1,2268,4032,753,1512,1625,2476
3408152,can,1,1836,3264,765,1244,1076,1935
3408153,vinyl,1,2268,4032,1055,1685,1273,2356
3408166,pet,1,2268,4032,1005,1710,1263,2413
3408188,pet,1,2272,4032,955,1354,1311,2602
3408193,pet,1,2268,4032,1046,1588,1298,2385
3408200,pet,1,2268,4032,1014,1562,1279,2413
3408204,plastic,1,2268,4032,775,1581,1427,2681
3408219,pet,1,2268,4032,1043,1553,1291,2344
3408222,pet,1,2252,4000,906,1238,1249,2200
3408226,paper,1,2268,4032,551,1408,1496,2627
3408235,can,1,1836,3264,643,1219,1188,1900
3408254,plastic,1,2268,4032,917,1616,1465,2504
3408257,plastic,1,2268,4032,592,1509,1663,2460
3408260,plastic,1,2268,4032,810,1115,1572,2044
3408268,vinyl,1,2272,4032,633,1131,1610,2580
3408278,pet,1,2268,4032,1052,1682,1251,2300
3408279,plastic,1,2268,4032,599,1537,1676,2495
3408295,paper,1,2268,4032,690,1248,1471,2300
3408296,plastic,1,2268,4032,564,1572,1707,2586
3408302,plastic,1,2268,4032,929,1666,1481,2536
3408308,can,1,2268,4032,1055,1632,1304,2268
3408314,plastic,1,2268,4032,586,1537,1684,2512
3408325,can,1,2268,4032,1030,1682,1266,2271
3408331,plastic,1,2268,4032,583,1581,1673,2545
3408332,can,1,2268,4032,1049,1695,1257,2218
3408342,can,1,2268,4032,1040,1660,1254,2196
3408346,paper,1,2268,4032,724,1537,1695,2227
3408351,plastic,1,2268,4032,964,1685,1427,1984
3408352,pack,1,2268,4032,1005,1610,1288,2488
3408355,can,1,2268,4032,1043,1676,1254,2211
3408357,paper,1,4608,2592,1458,878,2596,1714
3408367,plastic,1,2272,4032,873,1808,1576,2296
3408377,paper,1,2268,4032,611,1147,1607,2403
3408385,can,1,2560,1440,858,666,1754,910
3408399,paper,1,2268,4032,693,1468,1669,2244
3408420,pet,1,2252,4000,1040,1234,1254,1831
3408425,paper,1,2268,4032,715,1490,1443,2548
3408433,paper,1,2268,4032,762,1519,1449,2473
3408434,paper,1,2268,4032,655,1613,1591,2366
3408435,paper,1,2250,4000,769,1738,1428,2322
3408442,plastic,1,2268,4032,1021,1584,1367,2114
3408445,paper,1,4032,2268,1736,605,2592,1758
3408448,paper,1,2268,4032,677,1600,1624,2340
3408455,paper,1,1440,2560,590,977,844,1518
3408499,plastic,1,2268,4032,986,1641,1225,2274
3408508,paper,1,2250,4000,791,1453,1297,2216
3408522,paper,1,2268,4032,627,1363,1729,2457
3408532,paper,1,2268,4032,822,1521,1433,2325
3408541,plastic,1,2268,4032,954,1550,1336,2123
3408548,paper,1,4032,2268,1550,674,2284,1704
3408549,paper,1,4032,2268,1389,636,3068,1238
3408556,plastic,1,2268,4032,580,1468,1950,2640
3408561,plastic,1,2268,4032,1011,1669,1348,2173
3408565,plastic,1,2268,4032,999,1666,1317,2145
3408575,glass,1,2268,4032,932,1477,1369,2602
3408581,plastic,1,2268,4032,1008,1673,1339,2174
3408584,can,1,3184,5664,1479,2319,1708,2788
3408590,plastic,1,2268,4032,999,1701,1336,2199
3408596,paper,1,2268,4032,755,1540,1612,2488
3408600,plastic,1,2272,4032,876,1635,1516,2435
3408602,plastic,1,2268,4032,772,1411,1525,2558
3408605,paper,1,2268,4032,828,1386,1440,2183
3408626,pet,1,2252,4000,1037,1556,1321,2153
3408627,pack,1,2268,4032,926,1789,1203,2246
3408637,plastic,1,1836,3264,691,1252,1193,1752
3408647,plastic,1,2268,4032,863,1455,1446,2589
3408661,can,1,2272,4032,911,1673,1494,2029
3408662,plastic,1,2268,4032,718,1666,1600,2539
3408677,vinyl,1,2268,4032,640,1688,1655,2592
3408682,glass,1,2268,4032,888,1386,1373,2826
3408684,can,1,2592,4608,1102,1886,1710,2228
3408708,paper,1,2620,4656,728,1710,1859,2652
3408711,plastic,1,1836,3264,558,1227,1306,1933
3408715,paper,1,2268,4032,639,911,1332,1830
3408719,glass,1,2268,4032,895,1682,1452,2611
3408724,pet,1,2252,4000,940,1550,1268,2184
3408725,plastic,1,2268,4032,709,1433,1659,2291
3408734,pet,1,2268,4032,520,1865,1758,2262
