imagePath,label,Shape_num,width,height,point1_x,point1_y,point2_x,point2_y
3405066,can,1,2268,4032,983,1688,1348,2123
3405075,paper,1,2268,4032,558,1531,1701,2523
3405078,vinyl,2,2250,4000,678,1416,1125,1863
3405078,vinyl,2,2250,4000,1084,1438,1613,2166
3405083,vinyl,1,1836,3264,666,1357,1221,1785
3405091,paper,1,2268,4032,832,1468,1452,2413
3405093,pet,1,2268,4032,718,1755,1459,1995
3405102,paper,1,2268,4032,777,1543,1451,2051
3405126,vinyl,1,1836,3264,467,1377,1291,1851
3405132,pet,2,2268,4032,1020,1610,1203,2088
3405132,pet,2,2268,4032,1197,1597,1353,2109
3405153,paper,1,2268,4032,756,1742,1629,2340
3405163,vinyl,1,2268,4032,630,1191,1644,2432
3405168,paper,1,2268,4032,960,1673,1265,2208
3405173,pack,1,2268,4032,779,1676,1455,2003
3405178,paper,1,2268,4032,866,1967,1311,2136
3405185,pack,1,2268,4032,1030,1745,1323,2040
3405186,paper,1,2268,4032,805,1548,1489,2515
3405203,pack,1,2268,4032,922,1562,1711,2002
3405207,paper,1,2268,4032,683,1550,1492,2353
3405217,vinyl,3,2620,4656,1041,2299,1634,2434
3405217,plastic,3,2620,4656,1157,2095,1339,2303
3405217,plastic,3,2620,4656,1343,2095,1536,2288
3405232,paper,1,2268,4032,872,1515,1364,2398
3405234,can,1,1440,2560,544,1004,869,1663
3405238,plastic,1,2250,4000,979,1410,1341,2368
3405241,paper,1,1836,3264,661,1183,1321,1853
3405244,can,1,2268,4032,934,1141,1410,2560
3405251,pack,1,2250,4000,686,715,1307,2653
3405252,plastic,1,2268,4032,1118,1804,1323,2193
3405255,paper,1,2268,4032,932,1912,1480,2211
3405258,vinyl,1,2268,4032,835,1649,1542,2413
3405274,paper,1,2268,4032,983,1446,1249,2430
3405278,pet,1,2268,4032,934,1525,1246,2670
3405282,vinyl,1,2268,4032,866,1707,1503,2432
3405311,paper,1,2268,4032,610,1371,1616,2600
3405312,plastic,1,2268,4032,939,1165,1288,2672
3405318,vinyl,1,2268,4032,851,1849,1405,2274
3405334,can,1,1836,3264,649,1369,1057,1844
3405356,paper,1,2268,4032,989,1499,1355,2182
3405357,pack,1,2250,4000,934,1730,1402,2109
3405360,paper,1,2268,4032,1071,1789,1310,2082
3405368,paper,1,2268,4032,803,1402,1584,2520
3405371,paper,1,2268,4032,1119,1860,1317,2422
3405393,can,2,2268,4032,1151,1818,1450,2345
3405393,paper,2,2268,4032,516,1649,893,2343
3405394,can,1,1836,3264,760,1342,1139,1831
3405411,glass,1,2268,4032,981,1382,1346,2627
3405424,plastic,1,2268,4032,963,1501,1193,2253
3405447,pet,1,2250,4000,1034,1400,1279,2371
3405461,vinyl,1,2268,4032,702,1147,1589,2595
3405467,plastic,1,2268,4032,765,816,1613,2750
3405477,pack,1,1836,3264,523,1397,1336,1999
3405482,paper,1,2268,4032,731,1474,1538,2618
3405489,plastic,1,2268,4032,945,1606,1288,1944
3405506,vinyl,2,2250,4000,1011,1378,1322,2295
3405506,vinyl,2,2250,4000,841,1406,1187,2220
3405524,plastic,2,2620,4656,895,1979,1215,2321
3405524,vinyl,2,2620,4656,1185,1865,1668,2427
3405529,plastic,1,2268,4032,860,1481,1354,1950
3405534,paper,1,2268,4032,712,1015,1574,2493
3405538,pack,3,2268,4032,742,1667,1028,1934
3405538,paper,3,2268,4032,761,1723,1571,2475
3405538,pack,3,2268,4032,722,1668,782,1923
3405549,paper,1,2268,4032,746,1486,1629,2440
3405570,pack,2,1836,3264,599,1089,1432,1884
3405570,plastic,2,1836,3264,558,1561,681,1680
3405580,paper,1,2268,4032,753,1576,1498,2586
3405593,can,2,1836,3264,530,1469,1024,2013
3405593,pack,2,1836,3264,564,1038,1359,1619
3405597,paper,1,2268,4032,929,1288,1291,2085
3405602,plastic,1,2250,4000,859,1647,1403,2206
3405603,paper,1,2268,4032,671,1673,1562,2356
3405645,paper,1,2268,4032,633,1314,1811,2485
3405664,plastic,1,2268,4032,860,1852,1550,2463
3405666,plastic,2,2268,4032,1215,2135,1593,2572
3405666,paper,2,2268,4032,570,1512,1559,2530
3405671,plastic,1,2268,4032,1100,1459,1327,1900
3405673,vinyl,1,1836,3264,568,1041,1160,1946
3405675,pet,1,2268,4032,971,1399,1359,2602
3405677,pack,1,2268,4032,797,1619,1499,2388
3405685,pet,1,2268,4032,942,1405,1285,2558
3405694,paper,1,2268,4032,643,1411,1474,2596
3405699,pet,1,2268,4032,967,1430,1320,2611
3405700,plastic,2,2268,4032,916,1680,1177,2004
3405700,plastic,2,2268,4032,1157,1663,1530,1979
3405708,pack,1,2268,4032,781,1786,1537,2561
3405711,pet,1,2268,4032,948,1400,1296,2562
3405712,glass,1,2268,4032,973,1426,1269,2598
3405720,plastic,1,2268,4032,593,1579,1598,2365
3405728,plastic,1,2322,4128,888,1542,1407,2548
3405738,plastic,1,2268,4032,676,1455,1564,2243
3405745,pet,1,2268,4032,1007,1382,1343,2518
3405752,paper,1,2268,4032,652,1364,1688,2854
3405761,paper,1,2268,4032,706,1402,1632,1978
3405764,pack,1,2268,4032,970,1688,1228,1985
3405767,pack,2,2268,4032,750,1481,1257,2037
3405767,pack,2,2268,4032,910,2140,1519,2719
3405769,pet,1,2268,4032,936,1421,1291,2602
3405778,glass,1,2268,4032,914,1484,1340,2622
3405788,paper,1,2268,4032,734,1533,1514,2523
3405797,vinyl,1,1836,3264,740,1104,1254,1952
3405814,paper,1,2268,4032,696,1288,1673,2525
3405817,plastic,1,2268,4032,863,1833,1424,2492
3405822,paper,1,2620,4656,1042,2019,1742,2965
3405843,paper,3,1836,3264,538,1012,1265,1598
3405843,vinyl,3,1836,3264,546,1344,912,1992
3405843,pack,3,1836,3264,959,1360,1347,1863
3405844,plastic,1,2268,4032,954,1537,1161,2197
3405846,paper,1,2268,4032,801,1111,1402,2676
3405850,paper,1,2268,4032,775,1557,1481,2528
3405855,paper,1,2268,4032,638,1108,1879,2724
3405871,paper,1,2268,4032,806,1458,1575,2485
3405873,pet,1,2268,4032,917,1377,1285,2605
3405881,glass,1,2268,4032,850,1550,1495,2550
3405888,pet,1,2268,4032,951,1412,1313,2637
3405893,vinyl,5,2268,4032,1036,2094,1389,2324
3405893,vinyl,5,2268,4032,1233,1871,1704,2258
3405893,vinyl,5,2268,4032,1458,1376,1650,1836
3405893,vinyl,5,2268,4032,693,1178,1518,2085
3405893,vinyl,5,2268,4032,438,1553,945,2353
3405896,plastic,1,2268,4032,967,1644,1339,2101
3405899,plastic,1,2268,4032,816,1370,1503,2366
3405901,pet,1,2268,4032,948,1435,1295,2606
3405908,paper,1,2268,4032,804,1578,1537,2507
3405910,paper,1,4032,2268,1367,661,2444,1446
3405922,pet,1,2268,4032,932,1443,1269,2566
3405923,paper,1,2268,4032,967,1603,1335,2374
3405924,pack,1,4032,2268,1326,749,2477,1497
3405925,paper,1,1836,3264,515,1456,1344,1976
3405933,can,1,2250,4000,928,1481,1209,1906
3405937,pet,1,2268,4032,945,1410,1291,2551
3405938,plastic,5,2268,4032,600,1651,1590,2357
3405938,plastic,5,2268,4032,766,1837,1051,2241
3405938,plastic,5,2268,4032,923,1769,1119,2246
3405938,plastic,5,2268,4032,872,1803,1255,2182
3405938,plastic,5,2268,4032,889,1837,1306,2212
3405940,paper,1,2268,4032,658,1188,1799,2775
3405948,paper,1,2268,4032,592,1065,1781,2654
3405956,paper,1,2268,4032,658,1548,1490,2641
3405960,paper,1,2268,4032,701,1254,1525,2393
3405964,glass,1,2268,4032,879,1414,1415,2629
3405971,paper,1,1836,3264,546,898,1384,2082
3405979,paper,1,2268,4032,540,1178,1797,2319
3405987,paper,1,2268,4032,764,1524,1513,2517
3405994,plastic,1,2250,4000,971,1715,1207,2231
3405996,plastic,1,2250,4000,1019,1688,1349,2311
3405997,can,1,2250,4000,1000,1516,1228,1969
3405999,paper,4,2268,4032,485,1354,1597,2221
3405999,plastic,4,2268,4032,854,2066,1228,2473
3405999,plastic,4,2268,4032,1307,2255,1679,2618
3405999,plastic,4,2268,4032,1247,2076,1663,2655
3406013,paper,1,4032,2268,1055,293,2455,1712
3406016,paper,1,1836,3264,739,1428,1158,1793
3406017,plastic,1,2268,4032,841,1698,1430,2331
3406023,plastic,3,2268,4032,532,1893,841,2202
3406023,plastic,3,2268,4032,772,2208,995,2438
3406023,vinyl,3,2268,4032,1005,1814,1531,2539
3406032,vinyl,1,2268,4032,763,1624,1580,2447
3406037,glass,1,2268,4032,841,1449,1439,2523
3406039,paper,1,2268,4032,776,1514,1561,2457
3406043,vinyl,2,2268,4032,545,1584,1150,2340
3406043,vinyl,2,2268,4032,1150,1638,1679,2322
3406047,paper,1,2268,4032,762,1547,1531,2512
3406061,paper,1,2268,4032,582,1002,1641,2447
3406071,can,1,2268,4032,980,1666,1260,2419
3406087,paper,1,2268,4032,766,1484,1609,2537
3406095,vinyl,1,2268,4032,773,1384,1514,2329
3406099,pack,1,2268,4032,888,1389,1383,2637
3406103,vinyl,1,2250,4000,891,1419,1375,2559
3406110,paper,1,2268,4032,759,1515,1484,2473
3406117,vinyl,1,2268,4032,828,1673,1399,2394
3406125,paper,1,2268,4032,1121,1823,1394,2311
3406133,vinyl,1,2268,4032,851,1559,1465,2334
3406135,paper,1,2268,4032,753,1575,1506,2572
3406138,paper,1,2620,4656,877,1873,1877,2625
3406142,plastic,3,2268,4032,1099,2151,1449,2511
3406142,plastic,3,2268,4032,617,1799,1153,2388
3406142,plastic,3,2268,4032,1106,1581,1726,2205
3406155,vinyl,2,2268,4032,595,1569,1159,2318
3406155,vinyl,2,2268,4032,1159,1607,1670,2310
3406166,paper,1,2268,4032,745,1541,1507,2536
3406169,vinyl,2,2268,4032,1105,1634,1613,2323
3406169,vinyl,2,2268,4032,557,1588,1111,2305
3406178,pack,1,2268,4032,1005,1629,1304,2262
3406179,vinyl,2,2268,4032,1178,1618,1680,2311
3406179,vinyl,2,2268,4032,621,1581,1191,2314
3406188,plastic,1,2268,4032,898,1632,1402,2296
3406192,vinyl,2,2268,4032,1190,1550,1713,2271
3406192,vinyl,2,2268,4032,614,1518,1202,2272
3406200,can,1,2268,4032,1017,1619,1279,2403
3406202,vinyl,1,2250,4000,764,1380,1538,2278
3406211,vinyl,1,2268,4032,838,1529,1438,2342
3406213,can,1,2268,4032,961,1795,1263,2526
3406226,plastic,2,2268,4032,589,1641,1040,2362
3406226,plastic,2,2268,4032,1024,1821,1629,2592
3406229,vinyl,1,2268,4032,842,1626,1366,2339
3406238,paper,1,2268,4032,745,1322,1611,2932
3406248,pack,1,2268,4032,923,1833,1307,2429
3406251,vinyl,1,2268,4032,906,1735,1418,2425
3406254,paper,1,2268,4032,806,1559,1498,2469
3406262,can,1,2268,4032,1049,1540,1384,2406
3406270,can,1,2268,4032,946,1367,1299,2296
3406272,vinyl,1,2268,4032,889,1565,1417,2272
3406277,paper,1,2268,4032,792,1554,1532,2584
3406279,paper,1,2250,4000,560,1233,1471,2481
3406282,paper,1,2272,4032,681,1723,1669,2429
3406300,vinyl,1,2250,4000,697,1550,1625,2388
3406306,paper,1,2268,4032,755,1066,1636,2386
3406311,can,1,2268,4032,1002,1783,1266,2542
3406312,vinyl,2,2268,4032,646,2107,1200,2378
3406312,vinyl,2,2268,4032,772,1427,1486,2263
3406318,plastic,1,2268,4032,743,1881,1553,2457
3406322,pack,1,2620,4656,1143,1797,1525,3005
3406331,can,1,2268,4032,1063,1634,1404,2204
3406334,vinyl,2,2268,4032,668,2139,1219,2410
3406334,vinyl,2,2268,4032,786,1467,1497,2297
3406335,paper,1,2272,4032,859,1537,1418,2355
3406341,vinyl,1,2250,4000,866,1603,1503,2334
3406346,pet,1,1836,3264,579,1367,1306,1925
3406351,vinyl,2,2268,4032,652,2196,1169,2466
3406351,vinyl,2,2268,4032,772,1597,1468,2369
3406353,pack,1,2268,4032,923,1399,1302,2588
3406357,paper,1,2268,4032,772,1545,1504,2541
3406360,paper,1,2268,4032,609,1490,1792,2659
3406368,vinyl,2,2268,4032,714,2173,1213,2417
3406368,vinyl,2,2268,4032,819,1561,1463,2317
3406384,pack,1,2268,4032,908,1749,1308,2177
3406389,paper,1,2268,4032,743,1515,1503,2580
3406392,paper,1,2268,4032,733,1249,1558,2440
3406396,vinyl,2,2268,4032,677,2221,1172,2479
3406396,vinyl,2,2268,4032,794,1636,1455,2384
3406409,pet,2,1836,3264,645,1157,1030,2012
3406409,plastic,2,1836,3264,1068,1548,1219,1693
3406421,vinyl,1,2250,4000,841,1500,1559,2353
3406425,vinyl,1,2268,4032,488,1534,1682,2400
3406429,vinyl,5,2268,4032,1406,1461,1698,1993
3406429,vinyl,5,2268,4032,881,1353,1432,1999
3406429,vinyl,5,2268,4032,1668,1585,1828,2083
3406429,vinyl,5,2268,4032,843,1926,1505,2587
3406429,vinyl,5,2268,4032,473,1540,942,2173
3406438,plastic,3,1836,3264,982,1520,1117,1655
3406438,plastic,3,1836,3264,558,1469,1206,2160
3406438,paper,3,1836,3264,725,1100,1190,1481
3406445,plastic,1,2268,4032,825,1761,1405,2337
3406451,vinyl,1,2268,4032,769,1695,1430,2007
3406459,paper,1,2272,4032,863,1622,1395,2675
3406461,paper,1,2268,4032,792,1525,1509,2493
3406491,paper,1,2268,4032,764,1673,1530,2400
3406500,vinyl,1,2268,4032,680,1447,1636,2626
3406503,vinyl,1,2268,4032,813,1594,1462,2441
3406504,paper,1,2268,4032,888,1477,1471,2397
3406515,pack,2,2268,4032,723,1474,1042,2449
3406515,can,2,2268,4032,1241,1849,1572,2331
3406521,plastic,2,2250,4000,700,1590,1338,2077
3406521,plastic,2,2250,4000,1089,2018,1481,2485
3406522,paper,1,2268,4032,803,1619,1480,2536
3406537,plastic,3,2268,4032,518,1957,1506,2038
3406537,plastic,3,2268,4032,677,1411,1427,1909
3406537,paper,3,2268,4032,791,2110,1402,2611
3406546,paper,1,2268,4032,804,1020,1659,2362
3406559,plastic,1,4032,2268,1647,847,2448,1654
3406562,paper,1,2250,4000,556,1263,1428,2578
3406568,vinyl,2,2268,4032,873,1471,1440,1909
3406568,vinyl,2,2268,4032,725,1761,1487,2520
3406575,pet,1,2268,4032,1039,1676,1288,2558
3406593,paper,4,1836,3264,847,1155,1400,1754
3406593,paper,4,1836,3264,484,992,928,1329
3406593,plastic,4,1836,3264,691,1385,829,1520
3406593,pet,4,1836,3264,286,1272,836,1979
3406594,plastic,1,2268,4032,847,1654,1528,2331
3406599,paper,1,2268,4032,416,1493,1827,2679
3406609,vinyl,3,2268,4032,690,1719,1081,2106
3406609,paper,3,2268,4032,929,2148,1288,2570
3406609,vinyl,3,2268,4032,1135,1809,1620,2336
3406620,paper,1,2268,4032,456,1480,1769,2601
3406625,vinyl,1,2250,4000,816,1766,1522,2347
3406631,plastic,4,2268,4032,847,1194,1279,1629
3406631,plastic,4,2268,4032,605,1584,1553,1742
3406631,paper,4,2268,4032,817,1727,1379,2058
3406631,plastic,4,2268,4032,786,2053,1382,2642
3406637,paper,1,2268,4032,487,1501,1832,2641
3406642,paper,1,2272,4032,775,1477,1475,2407
3406648,vinyl,5,2268,4032,874,2047,1156,2252
3406648,vinyl,5,2268,4032,1131,1594,1697,2323
3406648,vinyl,5,2268,4032,1181,2126,1506,2388
3406648,vinyl,5,2268,4032,683,1496,1210,2215
3406648,vinyl,5,2268,4032,825,2296,1181,2555
3406650,plastic,1,2268,4032,910,1537,1468,2255
3406653,paper,1,2268,4032,565,1601,1763,2582
3406654,paper,1,1836,3264,601,1217,1209,1877
3406660,pet,1,2268,4032,945,1462,1260,2501
3406667,paper,1,2268,4032,602,1591,1753,2577
3406681,pack,1,2268,4032,816,1780,1436,2259
3406687,plastic,1,2268,4032,879,1594,1490,2378
3406688,can,1,2268,4032,838,1723,1402,2287
3406703,paper,3,2268,4032,392,905,1201,2111
3406703,paper,3,2268,4032,1141,954,1881,1972
3406703,paper,3,2268,4032,770,1893,2012,2740
3406715,pack,1,2268,4032,885,1833,1301,2281
3406717,glass,1,2610,4640,1051,1773,1678,2759
3406718,paper,1,2268,4032,945,1622,1326,2214
3406719,paper,1,2272,4032,962,1495,1471,2303
3406720,pack,1,2268,4032,866,1512,1342,2019
3406731,paper,1,2268,4032,942,1758,1307,2337
3406740,can,1,2268,4032,770,1418,1466,2451
3406743,paper,1,2268,4032,951,1710,1310,2281
3406756,paper,1,2268,4032,958,1603,1304,2148
3406762,vinyl,3,1836,3264,957,1466,1102,1785
3406762,vinyl,3,1836,3264,702,1729,1004,1986
3406762,vinyl,3,1836,3264,468,1363,1020,1692
3406764,vinyl,3,2268,4032,1405,1143,1937,1789
3406764,vinyl,3,2268,4032,1399,1783,1691,2468
3406764,vinyl,3,2268,4032,554,1247,1404,2373
3406773,paper,1,2268,4032,983,1695,1332,2232
3406779,plastic,2,2268,4032,901,1537,1313,1814
3406779,pack,2,2268,4032,848,1885,1339,2332
3406789,vinyl,4,1836,3264,857,1349,979,1599
3406789,vinyl,4,1836,3264,497,1237,908,1507
3406789,vinyl,4,1836,3264,660,1517,864,1726
3406789,plastic,4,1836,3264,847,1443,1385,1979
3406790,pack,1,2268,4032,895,1610,1288,2000
3406804,pet,1,2268,4032,973,1613,1339,2470
3406807,paper,1,2272,4032,984,1561,1452,2277
3406816,paper,1,2250,4000,762,1784,1449,2344
3406818,paper,1,2272,4032,993,1600,1216,2108
3406833,plastic,1,2268,4032,633,1285,1786,2435
3406850,paper,1,2268,4032,838,1775,1433,2476
3406853,can,1,2268,4032,885,1981,1386,2296
3406857,can,2,4032,2268,2050,887,2569,1489
3406857,can,2,4032,2268,1720,757,2136,1175
3406861,plastic,2,4032,2268,1931,929,2265,1490
3406861,pack,2,4032,2268,1521,948,1940,1408
3406867,paper,1,2272,4032,1049,1458,1323,2177
3406869,glass,1,2610,4640,1236,2016,1573,2856
3406896,can,2,2268,4032,854,2055,1342,2552
3406896,can,2,2268,4032,778,1436,1443,2107
3406905,plastic,2,1836,3264,605,1220,1268,1737
3406905,plastic,2,1836,3264,558,1236,1213,1925
3406915,glass,1,2268,4032,966,1327,1397,2707
3406918,can,1,2268,4032,1027,1584,1266,2470
3406920,can,1,2268,4032,832,1947,1351,2255
3406921,vinyl,1,2250,4000,841,1625,1463,2275
3406925,plastic,2,2620,4656,1103,1793,1463,2775
3406925,plastic,2,2620,4656,1485,2128,1696,2339
3406936,can,1,2268,4032,869,766,1369,2680
3406937,vinyl,9,2268,4032,1245,2048,1590,2394
3406937,vinyl,9,2268,4032,1468,1638,1827,2063
3406937,vinyl,9,2268,4032,1131,1521,1478,1933
3406937,vinyl,9,2268,4032,995,2092,1266,2435
3406937,vinyl,9,2268,4032,737,2066,1002,2322
3406937,vinyl,9,2268,4032,309,1660,838,2136
3406937,vinyl,9,2268,4032,802,1718,1134,2063
3406937,vinyl,9,2268,4032,1229,1976,1558,2059
3406937,vinyl,9,2268,4032,754,1636,1084,1724
3406939,can,3,2268,4032,731,1663,1084,2032
3406939,can,3,2268,4032,1244,1676,1616,2044
3406939,can,3,2268,4032,989,2139,1345,2498
3406948,can,1,2268,4032,976,1526,1228,2432
3406949,paper,1,2250,4000,700,1578,1616,2306
3406966,paper,1,2268,4032,721,1220,1489,2217
3406981,can,2,2268,4032,1055,1537,1471,1947
3406981,can,2,2268,4032,851,1940,1329,2425
3406986,vinyl,1,2268,4032,699,1521,1661,2138
3406992,paper,1,2268,4032,753,1487,1531,2509
3406995,can,1,2610,4640,1147,1694,1644,2571
3407000,vinyl,5,2268,4032,951,1232,1490,1871
3407000,vinyl,5,2268,4032,580,1764,879,2063
3407000,vinyl,5,2268,4032,775,1578,1140,1953
3407000,vinyl,5,2268,4032,819,2029,1118,2337
3407000,vinyl,5,2268,4032,1106,1895,1406,2536
3407003,paper,1,2268,4032,637,1315,1596,2562
3407010,vinyl,5,1836,3264,992,1476,1201,1668
3407010,plastic,5,1836,3264,366,1381,929,1875
3407010,vinyl,5,1836,3264,749,1106,1213,1471
3407010,paper,5,1836,3264,791,1793,1428,2334
3407010,plastic,5,1836,3264,378,1325,953,1790
3407012,vinyl,1,4032,2268,1814,866,2356,1298
3407016,paper,1,2268,4032,674,1436,1553,2574
3407018,plastic,1,2268,4032,835,1956,1443,2340
3407020,can,1,2268,4032,841,844,1355,2668
3407023,paper,1,2268,4032,789,1033,1577,2098
3407024,can,1,2250,4000,1056,1569,1281,2344
3407040,pet,2,4032,2268,1824,772,2492,999
3407040,pet,2,4032,2268,1739,1137,2734,1449
3407041,paper,1,2268,4032,687,1266,1616,2470
3407047,can,1,2268,4032,849,810,1378,2686
3407053,paper,1,2268,4032,661,1465,1549,2617
3407067,paper,1,2268,4032,754,1505,1403,2408
3407070,vinyl,1,2268,4032,715,1418,1584,2591
3407071,pet,1,2268,4032,927,1127,1362,2548
3407073,can,1,2268,4032,958,1452,1428,2532
3407076,glass,1,2268,4032,1027,1314,1301,2172
3407085,can,1,2268,4032,873,907,1421,2751
3407088,paper,1,2268,4032,570,1663,1597,2403
3407089,can,1,2252,4000,1012,1378,1243,2094
3407090,paper,1,2268,4032,718,1386,1597,2526
3407093,vinyl,1,2268,4032,784,1682,1443,2265
3407094,vinyl,1,2268,4032,810,1386,1878,2438
3407100,paper,1,2268,4032,513,1632,1642,2463
3407101,paper,3,2268,4032,449,1922,1076,2678
3407101,plastic,3,2268,4032,706,1632,1194,1896
3407101,vinyl,3,2268,4032,932,1767,1714,2586
3407104,can,1,2268,4032,838,870,1398,2710
3407105,paper,1,2268,4032,717,1288,1495,2274
