imagePath,label,Shape_num,width,height,point1_x,point1_y,point2_x,point2_y,ascept_ratio,BgMeanR,BgMeanG,BgMeanB
3411857,plastic,1,2250,4000,434,1300,1663,2422,15.32,98,112,142
3411866,plastic,1,2250,4000,655,1195,1648,2632,15.85,89,93,98
3411889,plastic,1,4000,2250,1716,687,2259,1487,4.83,100,106,114
3411891,plastic,1,2268,4032,501,1367,1717,2640,16.93,154,160,162
3411910,plastic,1,2250,4000,728,1628,1422,2331,5.42,97,100,103
3411920,plastic,1,2268,4032,545,1345,1786,2545,16.29,151,153,156
3411945,plastic,1,2250,4000,934,1369,1641,2331,7.56,108,113,119
3412022,plastic,1,2322,4128,922,1870,1371,2274,1.89,190,199,204
3412032,plastic,1,2268,4032,901,1622,1271,2419,3.22,148,152,154
3412060,plastic,1,2268,4032,655,1537,1629,2344,8.6,156,160,163
3412065,plastic,1,2250,4000,631,1388,1594,2216,8.86,103,107,114
3412088,plastic,1,2250,4000,834,1350,1656,2603,11.44,81,81,83
3412110,plastic,1,2250,4000,666,1150,1837,2728,20.53,55,64,78
3412168,plastic,1,2250,4000,672,1575,1550,2337,7.43,108,112,120
3412220,plastic,1,2250,4000,694,1572,1487,2356,6.91,106,109,114
3412257,plastic,1,2250,4000,581,1647,1794,2316,9.02,112,117,126
3412293,plastic,1,2250,4000,656,1397,1741,2231,10.05,102,109,117
3412319,plastic,1,2250,4000,825,1103,1634,2756,14.86,102,110,119
3412327,plastic,1,2268,4032,1087,1172,1392,2003,2.77,167,168,170
3412331,plastic,1,2268,4032,832,1484,1405,2432,5.94,147,151,154
3412347,plastic,1,2268,4032,816,1663,1481,2485,5.98,152,162,170
3412349,plastic,1,2250,4000,819,1375,1672,2388,9.6,105,109,117
3412379,plastic,1,2322,4128,930,1482,1443,2490,5.39,209,214,217
3412403,plastic,1,2250,4000,838,1441,1578,2163,5.94,94,99,106
3412434,plastic,1,2250,4000,403,1644,1831,2219,9.12,96,99,106
3412454,plastic,1,2250,4000,897,1662,1647,2288,5.22,99,104,113
3412494,plastic,1,4000,2250,1638,400,2228,1866,9.61,97,101,108
3412516,plastic,1,2250,4000,327,1708,1859,2128,7.15,100,105,112
3412549,plastic,1,2250,4000,894,1384,1663,2372,8.44,89,95,105
3412583,plastic,1,2250,4000,725,1503,1656,2419,9.48,110,111,116
3412619,plastic,1,2250,4000,584,1812,1803,2297,6.57,115,122,130
3412621,plastic,1,2592,4608,983,1631,1487,3125,6.3,152,156,158
3412649,plastic,1,2250,4000,709,1528,1762,2394,10.13,114,120,131
3412657,plastic,1,2592,4608,1051,1950,1516,2887,3.65,140,145,151
3412675,plastic,1,2592,4608,1094,2092,1624,3168,4.77,138,143,148
3412703,plastic,1,2268,4032,1017,1726,1317,2485,2.49,140,150,160
3412709,plastic,1,2592,4608,1152,2142,1516,2902,2.32,152,157,162
3412715,plastic,1,2268,4032,1027,1710,1336,2482,2.61,138,147,158
3412722,plastic,1,2268,4032,876,1556,1480,2174,4.08,115,119,122
3412732,plastic,1,2268,4032,1021,1676,1329,2457,2.63,142,152,162
3412739,plastic,1,2250,4000,625,1616,1585,2219,6.43,96,100,110
3412751,plastic,1,2268,4032,1014,1666,1317,2432,2.54,138,148,158
3412761,plastic,1,4000,2250,1666,522,2744,1416,10.71,100,102,108
3412764,plastic,1,2268,4032,1033,1635,1339,2407,2.58,136,146,157
3412778,plastic,1,2250,4000,678,1481,1819,2597,14.15,107,107,113
3412810,plastic,1,2250,4000,781,1616,1656,2475,8.35,114,122,131
3412827,plastic,1,2250,4000,332,1775,1897,2091,5.49,113,118,127
3412845,plastic,1,2250,4000,534,1600,1984,2297,11.23,104,109,118
3412874,plastic,1,2250,4000,769,1463,1791,2353,10.11,117,124,135
3412894,plastic,1,2250,4000,472,1344,1809,2678,19.82,83,83,89
3412908,plastic,1,2250,4000,563,1503,1875,2397,13.03,98,102,112
3412930,plastic,1,2268,4032,989,1600,1304,2400,2.76,135,147,158
3412932,plastic,1,2250,4000,606,1459,1769,2366,11.72,100,110,123
3412936,plastic,1,2268,4032,1014,1569,1323,2350,2.64,134,146,157
3412947,plastic,1,2268,4032,1002,1644,1304,2413,2.54,136,148,158
3412952,plastic,1,2250,4000,619,1428,1831,2459,13.88,107,110,117
3412955,plastic,1,2268,4032,1017,1610,1320,2375,2.53,134,146,157
3412971,plastic,1,2268,4032,1027,1647,1339,2426,2.66,134,147,158
3412977,plastic,1,2268,4032,728,1446,1588,2551,10.39,139,143,146
3412979,plastic,1,2250,4000,772,1434,1734,2422,10.56,105,108,116
3413000,plastic,1,2250,4000,788,1491,1741,2313,8.7,117,124,134
3413030,plastic,1,2250,4000,512,1603,1944,2103,7.96,103,104,109
3413094,plastic,1,2250,4000,791,1687,1478,2378,5.27,88,90,100
3413130,plastic,1,2250,4000,781,1472,1734,2384,9.66,93,100,111
3413172,plastic,1,2250,4000,900,1519,1572,2281,5.69,103,112,120
3413192,plastic,1,2250,4000,403,1441,1809,2291,13.28,70,76,87
3413217,plastic,1,2250,4000,778,1263,1700,2506,12.73,76,80,88
3413264,plastic,1,2592,4608,1091,1814,1580,3107,5.29,137,141,146
3413294,plastic,1,2592,4608,976,1811,1577,3110,6.54,146,150,155
3413335,plastic,1,2592,4608,950,2174,1541,2657,2.39,141,147,152
3413344,plastic,1,2250,4000,547,1587,1903,2294,10.65,89,93,102
3413352,plastic,1,2268,4032,768,1518,1717,2466,9.84,155,158,160
3413359,plastic,1,2592,4608,1019,1858,1526,2923,4.52,140,145,151
3413409,plastic,1,2250,4000,722,1734,1678,2025,3.09,111,115,123
3413498,plastic,1,2272,4032,971,1370,1727,2136,6.32,138,139,141
3413543,plastic,1,2268,4032,1039,1808,1298,2353,1.54,105,118,131
3413580,plastic,1,2268,4032,951,1827,1235,2441,1.91,100,114,126
3413583,plastic,1,2272,4032,908,1717,1396,2202,2.58,142,144,145
3413603,plastic,1,2592,4608,1127,1955,1594,2940,3.85,149,154,159
3413624,plastic,1,2592,4608,1026,2088,1411,2920,2.68,147,151,155
3413629,plastic,1,2272,4032,952,1729,1437,2211,2.55,143,145,146
3413645,plastic,1,2268,4032,1065,1874,1263,2214,0.74,104,117,130
3413662,plastic,1,2592,4608,1040,2016,1710,2639,3.49,142,147,152
3413676,plastic,1,2268,4032,1005,1947,1247,2199,0.67,103,116,130
3413682,plastic,1,2592,4608,994,2153,1638,2891,3.98,148,152,157
3413708,plastic,1,2272,4032,684,1213,1778,2306,13.05,140,143,145
3413748,plastic,1,2268,4032,910,1310,1465,2646,8.11,153,159,164
3413757,plastic,1,2268,4032,860,1893,1254,2246,1.52,104,116,129
3413770,plastic,1,2268,4032,1043,1380,1134,2665,1.28,202,204,206
3413779,plastic,1,2250,4000,303,1584,2050,2284,13.59,110,113,118
3413802,plastic,1,2250,4000,444,1559,2113,2209,12.05,101,105,110
3413839,plastic,1,2268,4032,1084,1855,1194,2170,0.38,104,117,132
3413843,plastic,1,2250,4000,513,1075,1772,2716,22.96,98,104,111
3413908,plastic,1,2268,4032,1021,2063,1263,2526,1.23,98,112,127
3413932,plastic,1,2268,4032,1011,1912,1150,2224,0.47,102,116,129
3413935,plastic,1,2250,4000,709,1675,1863,2084,5.24,100,103,108
3413957,plastic,1,2268,4032,948,1915,1197,2169,0.69,101,114,128
3413977,plastic,1,2268,4032,961,1575,1310,2482,3.46,183,190,195
3414022,plastic,1,2604,4624,961,1904,1452,2518,2.5,187,190,190
3414051,plastic,1,2268,4032,999,2063,1194,2293,0.49,99,111,126
3414060,plastic,1,2250,4000,931,1203,1681,2428,10.21,77,84,96
3414093,plastic,1,2272,4032,485,961,1594,2507,18.72,144,145,146
3414114,plastic,1,2268,4032,904,1799,1222,1988,0.66,106,119,132
3414138,plastic,1,2268,4032,1039,1871,1279,2218,0.91,105,117,130
3414212,plastic,1,2592,4608,1062,2027,1915,2761,5.24,135,141,145
3414218,plastic,1,2250,4000,962,1459,1673,2306,6.69,105,111,120
3414272,plastic,1,2250,4000,931,1553,1694,2397,7.16,97,103,112
3414288,plastic,1,2268,4032,954,1855,1172,2101,0.59,104,117,131
3414295,plastic,1,2268,4032,1046,1446,1279,2435,2.52,156,165,171
3414304,plastic,1,2592,4608,1235,1894,1534,3146,3.13,153,158,163
3414315,plastic,1,2268,4032,932,1858,1184,1953,0.26,102,115,130
3414327,plastic,1,2592,4608,1195,2182,1620,3092,3.24,140,146,152
3414341,plastic,1,4000,2250,1728,284,2166,1884,7.79,108,110,117
3414343,plastic,1,2592,4608,1192,2203,1570,2977,2.45,146,152,157
3414380,plastic,1,1440,2560,626,1166,810,1394,1.14,124,154,177
3414396,plastic,1,2604,4624,1087,1994,1542,2370,1.42,158,161,161
3414436,plastic,1,2268,4032,882,2073,1216,2202,0.47,104,117,130
3414456,plastic,1,2268,4032,857,1890,1336,2123,1.22,105,117,129
3414470,plastic,1,2268,4032,951,1922,1251,2085,0.53,104,117,130
3414486,plastic,1,2268,4032,1058,2007,1147,2079,0.07,105,118,131
3414503,plastic,1,2268,4032,929,1931,1161,2076,0.37,101,114,128
3414532,plastic,1,2268,4032,1046,1978,1134,2145,0.16,100,113,126
3414534,plastic,1,2268,4032,684,1726,1430,2479,6.14,137,157,181
3414550,plastic,1,2592,4608,821,2038,1926,2718,6.29,129,134,140
3414553,plastic,1,2268,4032,1027,1893,1197,2029,0.25,106,119,132
3414570,plastic,1,2592,4608,1292,2063,1454,2777,0.97,147,152,157
3414578,plastic,1,2268,4032,1014,2003,1225,2142,0.32,105,118,131
3414587,plastic,1,2592,4608,1141,2124,1573,2745,2.25,145,151,155
3414588,plastic,1,2268,4032,942,1692,1351,2016,1.45,162,164,166
3414602,plastic,1,2592,4608,972,1976,1786,2704,4.96,135,141,145
3414617,plastic,1,2268,4032,879,1670,1351,2110,2.27,162,164,166
3414618,plastic,1,2592,4608,900,1681,1634,3105,8.75,140,146,150
3414654,plastic,1,2268,4032,879,1767,1399,2196,2.44,160,162,165
3414683,plastic,1,2250,4000,856,1350,1638,2456,9.61,75,82,93
3414710,plastic,1,2268,4032,501,1619,1562,2627,11.7,176,180,183
3414727,plastic,1,2268,4032,964,1673,1351,2123,1.9,165,167,169
3414731,plastic,1,2268,4032,891,1777,1273,2158,1.59,139,149,157
3414737,plastic,1,2268,4032,901,1597,1364,2051,2.3,164,166,168
3414746,plastic,1,3184,5664,1349,2500,1879,3186,2.02,118,119,122
3414750,plastic,1,2268,4032,939,1808,1443,2429,3.42,177,181,184
3414768,plastic,1,4608,2592,1688,1105,2660,1494,3.17,141,145,150
3414772,plastic,1,2268,4032,939,1606,1317,2114,2.1,155,157,159
3414780,plastic,1,2250,4000,300,1522,1987,2528,18.86,130,138,149
3414785,plastic,1,3184,5664,1265,2407,1884,3274,2.98,133,133,136
3414788,plastic,1,2592,4608,1120,1807,1426,2912,2.83,150,155,160
3414804,plastic,1,2268,4032,980,1839,1235,2252,1.15,185,188,190
3414829,plastic,1,2268,4032,891,1745,1392,2334,3.23,142,152,162
3414841,plastic,1,2250,4000,538,1216,1716,2669,19.02,95,103,113
3414846,plastic,1,2268,4032,879,1745,1244,2312,2.26,152,162,171
3414862,plastic,1,2268,4032,904,1736,1295,2246,2.18,147,157,166
3414883,plastic,1,4000,2250,913,741,3100,1166,10.33,84,91,101
3414907,plastic,1,2268,4032,800,1619,1534,2413,6.37,127,138,145
3414920,plastic,1,2268,4032,929,1881,1395,2334,2.31,171,177,180
3414924,plastic,1,2268,4032,876,1755,1484,2523,5.11,175,178,180
3414963,plastic,1,2250,4000,666,1553,1625,2512,10.22,78,85,90
3414964,plastic,1,2268,4032,869,1811,1392,2325,2.94,165,169,172
3414973,plastic,1,2268,4032,680,1637,1618,2466,8.5,157,162,166
3415005,plastic,1,2250,4000,825,1391,1866,2534,13.22,91,99,112
3415006,plastic,1,2592,4608,986,1602,1778,2934,8.83,140,145,149
3415010,plastic,1,2268,4032,951,1710,1197,2274,1.52,92,107,125
3415025,plastic,1,2268,4032,937,1612,1364,2523,4.25,93,106,119
3415050,plastic,1,2268,4032,394,1269,1912,2769,24.9,139,145,150
3415056,plastic,1,2268,4032,891,1641,1219,2410,2.76,95,109,123
3415070,plastic,1,4000,2250,1629,727,2561,1372,6.68,94,104,111
3415076,plastic,1,2268,4032,1093,1683,1370,2347,2.01,105,118,132
3415123,plastic,1,3184,5664,902,2381,2282,3283,6.9,94,94,97
3415125,plastic,1,2250,4000,403,1641,1912,2288,10.85,101,102,116
3415156,plastic,1,3184,5664,1163,1885,2070,3230,6.76,97,96,100
3415190,plastic,1,2250,4000,719,1522,1766,2581,12.32,73,86,92
3415211,plastic,1,2272,4032,930,1780,1257,2136,1.27,142,144,145
3415240,plastic,1,3184,5664,1132,2177,2003,3487,6.33,120,121,124
3415321,plastic,1,2250,4000,481,1141,2009,2731,26.99,85,98,133
3415322,plastic,1,2268,4032,992,1663,1361,2451,3.18,96,111,129
3415339,plastic,1,2268,4032,914,1726,1474,2438,4.36,164,167,168
3415351,plastic,1,4160,2340,1950,731,2324,1586,3.28,146,150,153
3415356,plastic,1,2268,4032,986,1616,1317,2246,2.28,102,114,128
3415398,plastic,1,2268,4032,945,1824,1288,2173,1.31,98,111,125
3415413,plastic,1,2268,4032,945,1906,1417,2381,2.45,158,160,160
3415414,plastic,1,2268,4032,904,1773,1364,2277,2.54,93,107,121
3415418,plastic,1,4032,2272,1707,545,2123,1421,3.98,145,147,148
3415423,plastic,1,2250,4000,534,1262,1887,2684,21.38,81,93,105
3415439,plastic,1,2268,4032,708,1707,1503,2236,4.6,89,103,120
3415456,plastic,1,2268,4032,810,1632,1468,2498,6.23,162,164,164
3415459,plastic,1,2268,4032,630,1607,1597,2293,7.25,90,103,116
3415486,plastic,1,2272,4032,1037,1833,1301,2101,0.77,142,144,145
3415525,plastic,1,2268,4032,936,1468,1310,2630,4.75,126,140,153
3415537,plastic,1,2268,4032,936,1462,1273,2507,3.85,127,140,153
3415545,plastic,1,2268,4032,970,1446,1307,2485,3.83,128,141,154
3415550,plastic,1,2268,4032,970,1468,1304,2511,3.81,124,137,149
3415557,plastic,1,2268,4032,954,1462,1298,2504,3.92,127,141,153
3415572,plastic,1,4032,2272,1720,1021,2567,1434,3.82,139,141,142
3415579,plastic,1,2268,4032,995,1465,1377,2476,4.22,123,135,147
3415590,plastic,1,2268,4032,967,1427,1355,2441,4.3,119,131,143
3415593,plastic,1,2268,4032,787,1682,1512,2378,5.52,108,132,165
3415600,plastic,1,2268,4032,923,1405,1326,2435,4.54,129,141,153
3415601,plastic,1,2268,4032,948,1452,1336,2466,4.3,119,131,143
3415616,plastic,1,2268,4032,961,1503,1351,2536,4.41,124,137,149
3415626,plastic,1,2268,4032,932,1525,1320,2548,4.34,119,131,142
3415647,plastic,1,4032,2272,1814,1179,2060,1468,0.78,139,141,142
3415653,plastic,1,2268,4032,816,1521,1342,2293,4.44,163,178,187
3415664,plastic,1,2268,4032,866,1553,1336,2432,4.52,99,112,126
3415674,plastic,1,2268,4032,838,1638,1449,2252,4.1,161,175,186
3415676,plastic,1,2268,4032,1043,1862,1314,2448,1.74,123,145,172
3415706,plastic,1,2272,4032,870,1005,1409,2706,10.01,58,67,83
3415719,plastic,1,2268,4032,874,1744,1301,2432,3.21,90,105,122
3415750,plastic,1,2272,4032,1220,1855,1396,2038,0.35,137,138,139
3415761,plastic,1,2268,4032,958,1830,1361,2416,2.58,154,168,174
3415793,plastic,1,2268,4032,926,1701,1506,2583,5.59,149,168,180
3415820,plastic,1,2250,4000,225,1363,1934,2603,23.55,91,91,95
3415826,plastic,1,2268,4032,936,1947,1427,2426,2.57,150,164,173
3415841,plastic,1,2272,4032,867,1953,1519,2293,2.42,147,149,150
3415920,plastic,1,2268,4032,1052,1364,1399,2385,3.87,152,159,167
3415983,plastic,1,3184,5664,1322,2593,1941,3145,1.89,130,131,134
3416043,plastic,1,2272,4032,583,888,1648,2684,20.88,52,56,82
3416113,plastic,1,2592,4608,922,2071,1555,2876,4.27,129,135,139
3416118,plastic,1,3184,5664,1477,2350,1893,3527,2.72,116,118,121
3416136,plastic,1,2592,4608,965,2020,1410,3168,4.28,143,148,153
3416155,plastic,1,2592,4608,1314,2124,1498,2772,1.0,147,152,157
3416267,plastic,1,2272,4032,709,1232,1739,2268,11.65,141,144,145
3416300,plastic,1,2272,4032,759,1544,1535,2388,7.15,140,142,143
3416329,plastic,1,2268,4032,917,1836,1408,2328,2.64,180,182,185
3416352,plastic,1,2604,4624,1083,1897,1788,2774,5.13,160,165,170
